age_kyr_bp,null_0,null_1,null_2,null_3,null_4,null_5,null_6,null_7,null_8,null_9
62.0,816.056845936246,-324.8417793532434,-2269.172892817134,-988.8203450089876,245.5193710092184,509.2536562103853,2018.6060598791378,-358.0594529403993,-2286.18478872371,-337.5524559485382
61.96,-720.9299388861504,165.0120897366512,-1768.4097510472043,-784.4369047661042,-1062.3696772276462,2114.739302687315,212.84203467460281,522.5247940532363,-465.6423878746316,-659.2159927049591
61.921,697.855373276958,1042.3757924386014,-929.0698982125163,-2174.894306660482,-886.6324037707053,-701.818602660161,694.816693822359,-1561.7394377231135,-1443.521906382049,784.6981693476056
61.881,1749.3695842359166,344.0884510429297,1882.9905946904205,-1848.4857464930246,1307.6712067196154,-1856.4818443103422,509.3886390050037,74.29804783385737,-373.70132112176145,2513.524784678242
61.841,-1356.7529399735672,928.0538653268421,1386.0485448568384,-501.3855953184858,1638.0524641585303,-2961.9754950654865,839.1335383418326,-501.1381972487044,-1890.1247026119781,990.2937601777452
61.801,-2294.1799464306996,-172.76016995882844,2195.298775836176,1406.3665927416614,3299.2036536442033,-2557.33663559643,-443.0597867635279,1332.1415776504746,-357.6135238314439,166.53739611453676
61.761,-995.7628183831235,-416.6848850772001,757.2460004532809,13.568223689215984,3534.1733122653363,-746.1237692521053,-2142.097150439024,-2162.232886930979,-1090.2488578092057,644.1132142969021
61.721,-825.3666458162608,-579.5272109091758,-940.1516669968715,-683.5470332566659,2721.986118240233,393.60523792676815,-3728.999439736406,-2092.2228207844396,-2117.3768593191176,198.7668900681296
61.682,-344.6703656439032,-1715.3386001428903,-1625.0791072410143,-2993.6322962648337,3931.3424621294857,724.9814041747443,-3408.285317557184,-3205.3696608860646,-144.28639983149185,1479.8836889253275
61.642,-1142.3867865276588,-205.99757775669104,-1707.7477628382458,-1766.2822470433725,2948.0345370201417,-1250.4254464032242,-2381.6733617305767,-2737.0574977766223,374.3088492356581,-1895.5424305567171
61.602,623.0715796881395,-571.8726352575369,1901.5192863926623,-2220.183877883238,2886.4951743610804,-3525.050122934174,-1585.0398842197587,-1094.431431654381,-426.6550548158518,-1991.7848341049353
61.562,1498.2287078435406,-162.7829936587359,177.26879026458766,-1795.7758615469488,1410.5924109669409,-1790.8388239508877,1726.36793589443,-705.9996851622953,1763.2487697513566,-1989.8445240253968
61.522,1084.6322130738686,670.1293376596809,1322.13533848733,-1999.2355155341538,1035.387667554549,-1477.4028949035232,2547.014836592844,-579.8140289317763,586.352325999178,-3959.2490949590833
61.482,2208.8021185141647,1100.5927048737883,-257.1368445178349,-1112.3794302511965,-157.12108492066096,-105.8508346067697,364.5668907463124,-387.2716408853472,521.8991768430931,-3342.4120765608686
61.443,2003.6695748134757,1626.1304177503794,1194.0278531090257,-2738.7004816831204,1325.3093044301613,985.9743119643337,799.9717872659746,186.92427436776416,788.6074215239106,-2929.0350676768844
61.403,186.8709581356328,946.6769745654009,1320.0264557465039,-3292.367744733524,-608.159843110115,885.4497413845097,80.8310466120883,-1038.896581789582,-198.02174163734492,-1778.7475456820684
61.363,725.7435368210729,143.590187539897,697.8571678409344,1000.1523878947952,802.9436661198287,1625.0144505034764,-171.45437885771355,460.9238715672984,637.7491761562858,559.9580909270693
61.323,-668.4463306979109,126.48929579890574,492.02959121787865,-933.1310578263486,359.82412318917096,1365.9082574595977,286.6785812657448,1258.3866255633318,-173.46555349208109,151.74267133912213
61.283,891.7430734815604,-1943.0324727915886,-411.9085000696565,-1789.7839650978408,1852.4428943771236,1603.833137753109,1103.434058994335,1356.7870362425233,-479.33619230694615,-1087.4743965070757
61.243,590.6973208495201,-2813.734875036677,483.83745255185175,1481.2427278124496,2163.7995903201477,157.29211654790174,340.5329720616057,1632.552539268931,1619.811044941997,-545.3749593635638
61.204,246.37715274358263,-3150.1510110359736,-160.57121550104853,4712.519814802998,3711.770751835888,6.302126035387857,1703.8552783212558,1456.3103782219082,-264.0028157853093,1180.5680976960182
61.164,-585.2901050535153,-2924.7318927537626,-1514.902131730982,1329.3213701363961,3196.8489697196183,402.5732103087704,-346.0028416353714,3583.6287012818134,-3094.887474901188,-431.3253449131738
