age_kyr_bp,null_0,null_1,null_2,null_3,null_4,null_5,null_6,null_7,null_8,null_9
41.966,24.396808596856783,78.64372108978996,-40.75995145151671,13.640925380506257,224.44813549573414,308.86300396548927,-36.89326749378765,-80.6822232927092,54.02460078352961,30.67319795302232
41.926,-145.05200767456932,-46.567969035723976,-164.05694591638508,328.83075967370974,-151.15521986793865,52.42069262950491,22.781024387173797,157.98800507237974,-74.12427453722019,315.8619470919882
41.886,44.140707579728485,-5.641055210576633,-286.8239804501402,337.6554916146255,57.51188873333416,-265.85513754910545,255.60605356498704,52.21879839292272,135.73795764712648,138.39468897868946
41.846,126.50832019270516,69.30079697934497,-164.34558322132418,-25.843290189545417,-39.67903078179668,122.33763810299848,342.4862511150347,37.42364217509291,-56.274131907145545,80.69229152747708
41.806,-236.54544493574133,-33.56316992242381,-69.52030619561322,-59.21724718781009,-33.05780751168789,-37.517286174966316,99.34851284873002,208.19883479052132,-115.2025344827178,-11.038189395208963
41.767,-258.65449228767824,38.266587984916356,203.30634264751643,-226.97880622300173,-164.0545465166843,-9.714747346405698,38.44193649230729,1.157761658137165,25.039938953637044,93.31969083128075
41.727,-73.51023035793351,-90.17877986300998,65.678750484886,-160.35820360275872,-107.07595050588978,159.80703157751142,142.991700154637,-138.77843445233717,96.94242693839621,98.98002038865556
41.687,-77.41614578600493,-88.70479600868413,138.6388810837472,-18.78054269899499,129.26593662430648,-179.7592881742347,-83.34108425856542,-114.78194723968716,76.33216741088654,184.7245845383297
41.647,-38.4300268814562,-90.76757571293754,-38.19599173971574,143.17436246324897,104.09465350897304,-234.80768658181736,6.712723787602815,13.25708145030821,-216.0283274593374,-27.29715886111566
41.607,-138.86548767417426,-200.57258860380264,-183.30857726549726,-67.65118347686133,250.7168848426734,-298.2463428089025,-14.356744872249134,-218.91594574548301,-5.683044350746325,-79.50683338747876
41.567,63.294302815025674,-7.8854275189446845,-197.4459514485661,-120.9736323692006,220.36907345082975,-209.064118874122,24.87900949713374,6.785084317421546,-153.33256655098097,-101.0610731242081
41.528,110.43515956649512,-78.23108145141532,-169.5221160592758,-337.2579578799343,112.2246866853169,-16.786477723376468,-117.19641920653322,-83.12478286317943,-27.44215723254541,62.77580092755613
41.488,29.146062030848523,-34.74599435239865,221.6009767543243,-136.0997996393658,254.71955398359083,52.35073838113345,-261.3225643182805,116.04860379408666,-212.10195077374593,206.92172661737987
41.448,147.03753082717185,41.12601556225452,-56.45602414738926,-196.30456675721095,122.5376826173285,39.883493061867256,-369.4803151877,-299.1336307945866,-16.802985557589903,-12.24487663512529
41.408,93.99365056152587,59.343784113555586,82.5795045273652,-142.92068982437328,134.97552084430401,-190.39321321306937,-273.82965926257367,-208.31549666939983,-126.13546379861516,-73.55604503161523
41.368,-99.89779773853013,94.1719825085546,-109.18097914163462,-173.46897091767016,-12.108336247277254,-379.96124138462187,-156.73356491420955,-301.7084202354191,-222.84464657615595,7.106739333612996
41.328,6.52123255622719,2.1930223389576646,79.21484357772258,-77.69179928932317,-7.620656574673143,-119.83011466449567,-99.3410234697389,-214.40904086957084,15.84387826228733,-43.73047260834746
41.289,-139.5481959606119,-69.01822486845668,62.53408817902228,-272.0009733724239,-108.73306972801352,-112.19930378531706,217.04861250797944,-44.13967914295691,24.265331563336314,101.63565832928886
41.249,62.96198577897002,-44.34391646117005,-15.116362051832514,-291.42351369143256,87.12973808470889,14.979177533473514,200.67015872773328,-50.21136050194259,-87.95667069027861,-284.35666501188507
41.209,-0.6758380752479418,-252.53577694704495,-22.916732313723855,185.06244254777036,-144.74589376786523,85.74072351733541,-81.61856554739913,-61.98137819728751,155.28275770838172,-209.25699576663905
41.169,-37.90225177493819,-282.8990725488891,-107.61274076394355,-129.942654869605,48.51094407185937,31.407762993008294,9.193718693148845,-52.886521473902505,-25.327895034303562,-180.74263401781167
41.129,-115.6233623396845,-275.34019820302365,14.572292317157117,-199.06352842242038,-23.89337691755055,98.48191256957448,-64.73847025756125,-1.525415610872276,-16.213116095722395,-378.4353835029561
41.089,116.30212751991405,-229.41926909595622,-69.54661653263354,173.61834546478855,136.99615002741155,47.43830785801788,-70.50392420360443,-148.6263426443419,18.286429389322866,-255.90157553068119
41.05,1.3287472461924743,-28.25133410140536,-198.18584664664365,428.90182805098186,128.97864454552456,72.44449304366341,-9.243598252579387,37.21857147900647,-90.51690101386981,-212.56637426183235
41.01,-69.95256376914084,-142.83828310785765,-243.87258075515015,-41.10780520235858,270.0440288760989,-85.63826259435399,67.3569604579566,87.15659968430748,23.072717274951078,-103.7735841470216
40.97,-81.16032427041486,-106.56024758142854,-63.06547440349823,-74.65112243314789,166.27701221642482,-62.73718060396281,-38.159177740303015,64.93299452899748,-77.51545793333464,105.16815677719718
40.93,34.08957545772614,129.31147431977834,179.92013418060478,10.46287909109736,-173.7615301655721,-5.3732633208226375,118.30436033948683,81.25319580425945,-91.41428929165463,-14.159830947641648
40.89,46.353507342298485,-21.8167665784102,62.634572964087496,222.08706792354636,-74.11708612502902,95.52582088775029,-130.49777716416315,51.27302076734395,142.36920093770303,-155.41198578954092
40.85,56.38217033467289,79.44955799633475,-9.989765168237827,-78.50231588457957,-192.37121692904785,-36.99885468387534,-51.28253285755572,275.444550439662,-109.6709791627107,-67.26034105415972
40.811,61.82268574808501,-114.237942072409,22.425410520035076,-69.39915035970215,-140.24165856719574,45.86991254674676,320.0713246705346,58.210186892075654,-369.46737091049147,107.58817483617514
40.771,292.90914770038563,-74.79779170227108,168.99218714873268,70.48740404228536,147.61989414441445,-34.77121420670799,113.22433610821884,-36.59338755261048,92.08870718873716,-111.45832044903857
40.731,20.63355394479863,-162.8038330436413,67.3150335376336,66.59173184877272,116.97189152409223,-39.12231906639137,213.34717886882723,-124.9665629790531,356.6838241676769,-168.533218001051
40.691,-75.40408293797336,-107.31383485976986,-47.78378417587031,-43.33779753061017,-71.48339422619492,86.58685540271819,63.49934317951913,-188.91412211377025,39.957485702895696,11.345034636465986
40.651,-144.7127177773096,67.53591631049302,121.10281466898985,-43.880913250064225,-170.35017553657482,-254.18188136629473,84.07373724497887,-236.59722484394845,-260.65800177476905,-39.20742973749253
40.612,26.20773367461089,-224.26820661541453,81.00041134636572,-210.4932432104082,-59.71545118728582,-263.1904640644261,4.7505428824774505,-203.22844196955512,-132.89926101061513,62.14735499931113
40.572,146.38645596396387,-22.05587828871221,217.41343475234012,-108.1220122229132,-194.01748868492518,-290.8056830274183,-34.332482473392076,-83.47453701667791,-91.24196823358277,3.9449387642328944
40.532,15.81465016521734,12.348650038448532,77.02208327359385,-81.13380888641817,-161.23771355576514,-413.29805135899244,-127.76793344749696,6.836869416218192,-65.80469198496839,82.38500966127089
40.492,-120.83145131472187,-88.8796315108103,-153.97576134290458,-6.156261816893597,-19.52714014210036,-228.10754466860695,6.398628616765567,-3.991753841851608,-182.01073383977953,-126.96314146057661
40.452,-159.80409036952247,-233.56362135937187,-242.68356832164605,-89.23529940486858,136.17144991292474,19.038298300454937,-125.1881961763009,-116.77715409202852,10.111870841310054,-52.690978289920324
40.412,26.313605577275478,-73.43985516181125,135.56258947808962,23.511904465633148,109.67169892320533,-45.390925542816234,38.72966933998947,72.72175384183527,60.47906769277989,-57.00160531157768
