age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
90.375,77.85923,-51.820633,279.45673,101.01216,-344.059,108.64302,141.97156,-44.55236,458.59058,142.64117
90.349,-49.73353,9.910024,464.76813,-120.39316,-538.78687,-198.0751,-5.6748943,-173.95358,356.1751,67.701
90.322,97.514885,418.41934,437.94894,-241.95097,-519.617,-346.44464,-173.22957,-124.64987,210.51593,-157.57956
90.296,-24.872654,123.785255,234.2611,31.842607,103.98193,106.797005,66.75922,18.416307,455.01083,-51.2771
90.269,-99.88421,-158.86876,376.96512,-16.720499,380.73892,249.98575,207.22607,-180.59877,640.9847,59.17228
90.243,-311.2388,26.468729,104.115906,324.09048,466.5435,9.271933,-23.378809,-209.35194,437.31924,-92.22613
90.217,-221.90904,43.242134,361.7079,-65.15744,413.90607,3.8917582,77.37182,-240.65524,268.8475,337.26938
90.19,-68.168304,-445.88177,341.66187,-374.3901,206.38745,-238.6144,-161.99445,-84.6971,54.24811,433.65997
90.164,14.416903,-86.165764,384.9377,-88.74269,242.52362,-374.91467,-59.34239,-173.80684,149.64761,16.612047
90.137,132.56534,-190.35385,187.12785,-204.50589,-126.5989,2.29605,-87.582504,-119.50882,-13.940683,111.266075
90.111,163.75473,-2.5635848,169.23807,123.09803,166.27673,-23.136305,225.96762,52.662556,600.5232,362.45163
90.084,-93.34664,-49.535152,49.60738,-120.41173,30.842789,-189.60387,179.74467,2.670134,238.53665,-1.4530455
90.058,-326.9931,-100.877914,77.73434,97.64633,-106.39273,-235.75867,-115.65083,73.97505,283.87274,176.46281
90.031,-210.87112,-129.53287,-316.1836,3.0451434,-128.83485,164.92384,-125.364265,72.28353,322.87595,-341.51166
90.005,-282.77927,53.14301,-181.33888,-398.51126,-24.017418,51.28781,113.108604,242.85089,200.31549,-106.23899
89.979,-241.689,96.3769,-44.14237,24.800703,-4.5720444,-73.959915,133.75012,-100.74117,45.538715,191.81087
89.952,-219.62808,17.384512,-114.90234,-158.03398,-230.71735,249.61671,49.47427,228.68037,5.4886117,-73.39272
89.926,-333.8722,400.07977,275.33575,-79.98141,-81.71441,356.61667,12.947752,23.51765,515.5915,-80.823715
89.899,-62.230827,236.81494,-109.1611,-74.97321,300.93057,327.3099,44.830822,-196.07253,283.31122,91.87605
89.873,223.80963,129.91257,-210.44203,-116.65801,67.29467,96.092354,-87.838165,-252.30421,360.88538,-99.61756
89.846,142.00264,33.003254,26.099728,-233.37947,-417.31,-211.05411,-279.42102,-24.342907,462.64926,-33.517937
89.82,87.242035,-355.24857,156.97025,-531.45264,-390.1138,-362.0008,106.71348,-95.8438,566.072,-223.48637
89.793,203.99532,-129.6117,92.67958,-437.58502,-127.45479,11.695221,-39.02028,222.36597,415.17017,-105.01899
89.767,131.39766,-217.29823,465.33832,222.76274,1.1593361,-347.7395,151.94296,496.57968,456.29608,52.706192
89.74,176.94579,-122.4115,39.1406,134.58891,-192.06001,-286.34747,-57.473404,157.63605,221.96136,-177.8389
89.714,-259.61163,88.2358,-277.09857,-152.27188,-123.556206,-41.974792,128.36613,116.03662,53.301815,-382.2624
89.688,69.978264,-119.352196,-63.050343,-160.21634,-201.71834,-47.32158,-63.11994,-100.00871,-50.34485,-331.7752
89.661,-18.320208,195.00688,59.796986,-17.598503,-277.44733,104.72302,193.82498,-28.041636,-266.3677,-71.79519
89.635,-1.5737801,393.04745,178.96193,58.617275,-300.7546,145.98817,103.9858,481.4706,-376.16678,54.298462
89.608,127.15401,262.64227,184.45787,21.160856,-180.69897,461.39706,25.49786,185.197,-21.061539,66.12629
89.582,33.977158,52.455864,81.52992,192.52148,-35.566883,68.28563,243.90161,102.54074,99.48887,137.33064
89.555,520.14703,65.18491,-7.5348783,44.95256,33.269775,37.63048,416.51505,-108.746414,-87.05736,345.128
89.529,359.3959,166.3316,-11.433336,-211.32027,-240.05397,148.37254,-81.1092,-63.39649,-35.985302,265.91568
89.502,451.64972,-219.30893,150.65433,108.74617,-215.25279,109.28,-54.30694,-217.54414,-84.82364,-171.2186
89.476,533.61,-292.7671,-182.63081,295.39676,-152.86375,29.47828,60.725285,-197.9728,53.257496,-189.8253
89.45,390.24426,-474.9549,-89.093544,-135.79308,-159.28162,-272.24765,-29.921251,-513.10095,89.28312,-2.9888752
89.423,29.552137,-230.8952,-192.92067,148.78632,375.08087,-395.58105,49.430122,-30.35166,98.64941,-208.85081
89.397,116.35385,-130.95781,247.48447,120.04428,-87.20177,-229.32732,-123.92757,-165.81056,129.49503,-287.62854
89.37,-98.71993,-112.744774,445.73032,-149.59622,-104.14891,-444.93527,-416.24445,-83.5027,366.64728,-374.82928
89.344,-1.8669599,-56.1455,61.29698,75.50843,15.342519,28.428171,-200.04167,71.961365,137.24054,-94.62256
89.317,266.36505,-190.29436,103.04781,-57.87875,7.260988,-226.12408,-93.52816,-49.17194,23.851925,-156.05573
89.291,401.3279,38.731205,67.93488,-49.279274,-184.42485,24.131752,19.536001,-47.88448,79.16202,-500.31198
89.264,76.60328,-270.7303,-125.27531,175.80307,-37.238083,-221.58305,231.83951,-39.057964,482.2304,-365.49106
89.238,-67.79534,-216.07933,-245.6887,85.149414,109.31648,421.54147,40.67823,-84.74224,186.11429,-479.78342
89.212,-49.76112,-250.90363,103.42265,-275.365,2.048829,188.05296,408.08817,-329.93158,369.0345,-268.00232
89.185,-166.87944,-347.18143,167.44987,-265.4911,-161.37248,95.418976,196.38126,-208.33888,300.3428,104.77996
89.159,6.9704857,-320.99323,281.25266,-392.73465,73.64297,39.000854,165.32802,-292.57236,41.32884,-218.02528
89.132,19.197838,-70.488625,-50.837643,-422.18942,286.18222,136.47366,312.7353,-149.48938,273.83957,-206.30447
89.106,152.33229,-328.6144,-6.1994014,-343.1218,267.7837,8.647944,-105.73898,-66.21939,230.9821,-384.4882
89.079,157.40108,-131.90741,-182.41533,-338.03073,179.89238,134.24864,-382.402,-170.13202,-10.545153,-63.96916
89.053,234.58452,-95.01337,-285.9038,78.33039,281.92307,551.47284,-91.906586,-267.05597,342.53897,111.87046
89.026,91.18495,-229.20729,315.3508,-324.67477,239.71634,155.41632,133.31512,-368.00247,-35.719704,42.466564
89.0,197.2164,-318.99496,228.23578,-335.57144,109.41622,212.1709,297.2152,-297.7248,83.452194,198.76344
88.974,-345.59744,-509.66006,-137.5348,-356.57617,149.49489,237.89835,506.96277,-178.37958,-64.33972,428.84
88.947,-333.4939,-289.81174,324.14993,-223.14166,159.96063,266.5939,276.8264,-420.10733,-116.01957,-190.18211
88.921,-357.65286,-221.61188,126.027054,-349.63898,58.5575,87.599846,-270.07513,-153.04613,-77.48213,-93.12819
88.894,-261.2586,-212.69327,-30.544302,-299.26053,315.08206,-131.00479,-76.243774,-35.68756,-73.602516,-140.5759
88.868,52.06136,-341.60226,428.6234,-444.29385,265.76236,-285.4717,-70.72223,-240.44095,-57.884125,115.02184
88.841,311.8428,-169.1972,543.6362,-284.4878,426.17645,-134.72395,83.31181,103.53946,178.38391,452.2523
88.815,341.38077,7.5978355,263.98035,-220.89774,566.839,-0.98619694,5.1701546,120.28373,61.06299,37.986748
88.788,276.49765,-112.75234,-30.43557,-280.4152,-7.8018684,90.366005,111.08924,127.38137,81.891304,-26.312128
88.762,421.19492,-24.103638,-78.08081,-42.36823,-207.84076,512.90106,-110.844986,-85.0365,214.23807,349.84793
88.736,180.04622,-63.61231,-79.26106,-398.85553,50.839443,288.9886,304.76276,-363.318,-100.120094,94.41629
88.709,-17.562838,-232.71518,-208.31903,-315.20325,-101.87802,186.65541,196.05719,-21.97219,139.13142,135.16248
88.683,173.67862,-287.85062,-18.797623,-104.433685,-75.3471,320.3639,-61.24411,18.424444,109.78234,-250.01984
88.656,106.77558,162.32933,324.26437,188.64456,-152.39127,257.18118,379.1714,10.06651,351.59598,49.553482
88.63,-149.3042,-143.31055,233.67793,133.81462,-7.4323606,28.286879,463.29297,-467.15353,276.8682,56.319027
88.603,601.1484,-206.39735,336.66562,-394.38162,23.018707,241.38379,224.58534,-142.04755,292.2913,7.090753
88.577,240.32872,-156.13155,283.0808,-391.02127,91.302246,152.10799,-182.21147,-404.18094,315.47272,-56.41209
88.55,55.896034,-79.8539,204.0966,-243.77667,-3.4855149,320.64117,-305.4161,-414.23294,265.25037,98.49904
88.524,-29.435371,-196.07211,323.8838,31.301191,157.05878,45.414585,4.6171036,-423.43033,169.9594,203.41785
88.498,-62.345966,396.61557,286.7269,281.25208,-41.586037,-10.122954,153.50377,-332.37668,-30.58513,257.59155
88.471,-341.54083,693.39655,193.98256,-242.13876,111.88841,-354.9312,-90.10889,25.766771,-119.88387,99.32403
88.445,-480.71048,420.92294,410.10632,-144.76117,3.7740617,-258.62625,-113.99126,-127.124886,29.206133,-63.807747
88.418,-86.20651,176.77652,543.9799,-288.13458,-20.418846,-109.87009,-281.514,-182.18764,-195.04591,-297.96313
88.392,-120.90435,32.758167,222.3441,-256.09232,103.80508,-63.704536,-755.82324,-155.37703,14.781776,-261.85867
88.365,104.8559,26.524391,-111.65821,133.32675,-328.02057,47.52865,-458.47668,-10.658307,-80.86934,-407.10587
88.339,-10.672842,66.96084,-366.26193,208.63225,-104.301346,-310.13577,-462.85257,416.7224,-305.21103,-219.96703
88.312,-18.716694,-267.94205,-86.68992,51.70688,-5.186883,-13.940544,-414.73398,79.90853,-99.69553,-171.12875
88.286,-148.93117,-175.5834,-36.97545,307.53152,62.238735,-29.469942,38.789448,-262.04694,-160.08258,6.893743
88.26,-195.75528,-423.96472,-84.76713,-42.51617,155.49341,-261.28485,-15.197358,-301.11182,-248.16402,240.25215
88.233,-7.5635066,-379.24304,187.56238,-521.205,220.91449,-173.7138,331.50555,-177.44844,-201.13019,-214.63202
88.207,-401.3258,-450.66885,333.27777,-483.8809,87.720215,-176.34515,318.18536,-44.43253,113.67889,-6.567881
88.18,-277.0526,-36.166298,428.23557,-190.36089,68.600525,-222.33783,420.4938,-14.453833,15.293173,-326.7636
88.154,-302.80884,-181.65567,232.3338,290.39572,286.92642,146.97847,269.22964,-327.0651,-31.01697,17.042036
88.127,-279.29227,5.5179753,126.164795,15.228724,-35.92334,256.2311,136.20425,-648.4745,24.068836,262.4847
88.101,-220.21355,-304.5994,29.86408,-208.51791,-46.097317,164.95256,191.7015,-353.58966,-2.7028873,123.94404
88.074,-206.82275,-275.03046,-58.55503,-45.312576,-145.15193,21.172276,174.82268,-358.27313,69.26207,142.96286
88.048,-297.38522,-117.652855,-432.50647,171.17242,219.3541,169.33052,-77.12746,-76.204414,-25.027464,-36.21655
88.021,-357.3683,-66.70955,-295.03036,163.29063,-267.28986,83.09324,-129.8751,-375.02856,-46.022953,-303.93085
