age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
132.899,133.7736,17.783512,-11.917868,110.15616,23.335443,71.64362,-230.45418,-68.902725,117.915596,9.477169
132.868,141.63232,-100.634674,48.000504,158.91515,140.49867,125.74599,-108.57124,-131.07251,22.008097,-206.95653
132.837,39.027134,-156.95605,11.891023,88.704056,-41.071407,110.32914,-151.17188,-102.73227,72.06714,-187.95439
132.806,-138.24155,-157.4165,85.41583,-0.19399135,-52.574825,78.91299,58.438175,-183.85936,-27.499743,21.24861
132.775,-26.92738,-61.170746,-30.66935,13.089503,19.747375,37.73853,50.991173,-28.970833,-77.629585,11.019718
132.744,-122.21209,-51.268013,14.203222,-53.706837,9.88509,93.73537,-47.558483,69.03965,35.703144,-169.44322
132.713,-95.37156,-23.594511,83.88681,-2.4814665,-17.685144,60.917328,147.96353,-35.62663,-189.1719,-13.296482
132.683,-181.1712,-113.898094,-96.60123,113.035774,48.648457,-9.871602,-3.9645028,-16.14003,-126.126076,-163.52208
132.652,-166.52621,-129.40344,14.270349,-2.0106773,7.934011,111.39364,20.465872,-141.28873,-187.59734,-92.88587
132.621,-275.21326,-163.2568,53.715355,-40.986004,117.06906,9.53215,19.563477,99.622025,-221.00476,-82.10884
132.59,-124.360535,-81.20428,92.919014,-12.73459,-31.57473,5.3846116,182.40439,195.37415,-306.9542,137.2533
132.559,-50.8768,-149.19199,105.07911,75.432495,-24.689667,-18.461517,119.84448,35.385994,-203.40092,39.77498
132.528,24.646965,-99.35813,117.54742,143.14713,47.047005,44.68534,316.06024,164.84912,-198.57138,-5.264789
132.497,-119.96387,-93.410484,51.810482,196.80283,25.904556,70.58593,246.53055,-39.05299,-108.85249,34.78157
132.467,-271.80414,-50.093964,29.673077,144.17567,-105.84493,161.77312,272.14496,-238.89972,-230.86317,134.0456
132.436,-202.25073,-54.190266,247.25026,191.2563,-140.21176,109.60542,419.29477,-234.5879,-277.85873,-48.74314
132.405,-342.40112,10.598275,155.30553,17.44293,-166.01393,65.457016,248.04883,-165.87793,-225.052,-91.24228
132.374,-289.8449,93.33398,250.68208,44.04042,-282.1468,-29.78332,100.89293,-193.27682,-332.4113,-84.84731
132.343,-108.697174,-13.96482,187.63133,14.37577,-217.58313,138.00021,165.56711,-214.41559,-184.32008,-36.52804
132.312,-297.01282,-188.19792,187.23515,25.956179,-311.6937,119.0434,-14.798861,-19.867424,-166.2912,120.169235
132.281,-64.13099,19.2435,-55.33196,-28.680937,-123.04181,11.348432,81.128136,27.824799,-26.210491,69.577644
132.25,-135.25858,60.211124,-139.44437,123.3435,-229.9331,103.43654,-116.93346,36.10216,89.66671,-110.73888
132.22,-29.575645,-39.644657,8.392796,-124.462875,-14.370858,-81.181,-28.869965,123.40566,109.58275,-197.63315
132.189,-118.137085,-14.75884,121.65625,-172.67699,5.6011987,-124.02705,-58.829803,246.1641,97.07281,-96.354
132.158,-34.727367,-21.557425,308.48227,-83.191055,43.670174,-164.85774,-84.51909,107.608345,11.654506,-79.53178
132.127,-136.73969,-126.09928,113.79724,-26.377052,42.607315,-94.36955,-53.772083,130.21582,-28.777256,-66.37562
132.096,-124.66894,-111.22146,2.7160625,-38.910065,-19.383728,-63.3584,0.83220655,113.1581,-112.16954,140.06389
132.065,11.414087,-11.341737,131.10738,-50.87601,-123.84847,41.391354,-92.59833,121.312515,-50.25445,150.19498
132.034,55.151215,-24.909447,77.09047,-123.100235,-188.61575,9.866414,9.183831,231.11006,-4.5190454,155.27827
132.004,39.33683,47.610603,293.55905,-194.66676,-132.92848,75.687096,-167.27017,110.21837,145.95601,-44.1614
131.973,44.741364,56.70566,343.35492,13.100275,-80.084145,-61.432343,-298.6743,182.46638,-34.24733,-7.49078
131.942,84.886925,75.84973,84.78519,-30.339924,45.939335,105.24198,-162.02155,42.296875,86.83115,-35.47196
131.911,-62.151676,-69.610725,55.193073,76.05909,52.571186,50.778778,58.515476,28.564636,70.42697,-24.6454
131.88,184.78658,-148.03395,120.15891,-119.68905,179.42667,49.49033,11.781499,-33.647232,232.31888,-122.252304
131.849,142.24997,-124.54428,127.22608,25.560946,69.69507,88.34315,-16.881187,-29.281097,60.024845,37.724075
131.818,69.54306,-83.095276,31.311079,-63.799213,110.677956,91.06534,-79.9763,3.7535462,4.654361,-63.86611
131.788,-17.536993,-144.64204,133.95628,-48.289593,12.669013,23.054123,-80.10607,301.4906,28.931364,-154.0795
131.757,32.075596,-118.04113,62.535572,-31.243261,-178.89479,281.28955,41.32772,381.1918,-270.7712,-142.94582
131.726,-149.63121,46.709908,122.91091,58.0069,-389.23935,258.2829,109.97452,294.999,-275.31284,-308.36703
131.695,-219.1034,176.98918,52.57066,-66.88074,-285.53262,-46.088688,225.54997,244.93512,-169.5289,-353.88403
131.664,-149.04884,34.15009,33.81387,-74.56169,-372.3258,102.8254,293.0333,306.7318,-219.0431,-78.16823
131.633,-139.47148,51.91132,80.08819,-250.66008,-321.21487,67.2732,148.55362,178.42488,-174.03995,83.66132
131.602,-82.86158,59.257885,284.82657,-286.59677,-225.81827,145.3804,0.9681528,125.04196,25.063417,55.69246
131.571,-107.001,56.808983,-16.506224,-194.71742,-102.68995,203.63754,-141.84962,240.11938,61.938263,49.528137
131.541,-41.12401,62.256336,-123.494064,-144.14622,-20.661629,172.92041,-52.875973,157.79515,5.783841,-12.79706
131.51,110.46702,-29.87469,-218.65486,-304.19574,-136.15636,164.45793,-248.13596,275.68036,-142.89218,-69.31804
131.479,45.96254,-10.713536,-87.90481,-314.48215,-139.61067,-47.35186,-242.77524,374.11868,-1.4871392,106.39129
131.448,250.03085,88.52269,151.5738,-370.8324,-107.114204,25.841637,-50.199932,-72.949554,73.01733,29.458162
131.417,233.44313,98.345345,207.49846,-336.77698,22.757769,-53.221363,-265.33987,-87.19999,83.08795,36.490925
131.386,169.08147,51.26658,-10.930295,-308.58356,125.944984,2.6173053,-203.55959,-76.422745,142.90031,39.502167
131.355,-5.566995,165.50803,-29.13996,-327.49063,-25.691751,76.53967,-152.25641,12.585542,240.62993,-27.498295
131.325,-130.89879,101.48253,138.88046,-272.22842,91.726944,42.41527,-179.62181,-78.29444,112.1925,-32.71392
131.294,-85.438805,266.0436,183.07736,-303.87714,-73.23596,49.83024,-204.97688,-69.70887,96.99489,-31.911001
131.263,-174.99535,185.03319,196.16553,-290.8889,-186.81973,6.60116,-147.9919,-213.5941,13.475565,151.01509
131.232,-108.845116,37.292957,204.16338,-153.7003,-208.40495,-79.89464,-209.41376,-194.79767,129.22305,67.839096
131.201,127.340164,-30.488884,-27.906467,-7.9582314,-171.48218,-69.66867,-44.51463,35.51223,51.64454,-1.3251101
131.17,134.21216,-0.07564957,5.0502505,4.8942056,-232.93346,-91.65063,74.737625,69.50813,45.410736,-65.2729
131.139,148.09735,-49.569954,49.596634,37.79083,-198.75227,47.320473,167.25821,174.26228,-88.90859,-110.808304
131.109,205.23418,-81.92155,37.622726,-69.14371,-79.705315,165.27005,-50.78487,176.3916,41.10337,-182.37181
131.078,-46.297863,-76.75876,16.251287,-17.266178,33.69768,144.68275,1.4297234,63.98913,115.481735,-129.28165
131.047,-90.76952,-31.0646,-3.190346,25.003437,-90.32363,126.0533,27.850508,103.21228,124.69542,-28.480047
131.016,-144.38953,-55.423775,-7.832379,-99.62287,-32.081566,32.83892,165.93135,-46.28775,19.154455,29.820131
130.985,-260.35397,6.132544,-68.82364,-43.095192,19.431526,115.929344,171.7925,-19.007494,-14.904104,-42.639977
130.954,-88.69388,-52.91202,-105.682724,69.53088,-50.215126,140.56302,128.6589,-138.06866,-78.59625,-44.3256
130.923,-118.16495,-107.832214,-136.6175,140.36871,99.76334,29.43559,35.00886,-210.96027,-267.30325,-31.068695
130.893,-135.03569,-96.41638,35.385265,197.05605,63.005436,-64.277885,-220.3371,-132.95201,-223.42345,80.77897
130.862,-23.496042,127.45264,-4.0999994,131.25867,59.28369,76.277374,-256.43094,-31.3606,-152.96616,-41.667366
130.831,38.967464,122.07522,-71.944244,98.71519,-12.301062,-64.77574,-261.29703,-88.45197,-150.20035,51.801155
130.8,-103.51488,98.85372,97.86803,141.9001,67.073456,91.71402,-121.11222,-173.77579,-5.011629,-7.1603565
130.769,-252.37627,142.33722,-35.07776,-25.009888,-19.094164,81.507484,4.4727945,-188.33429,-37.869995,98.11302
130.738,-184.06804,361.8717,-82.162254,-132.28996,135.9345,0.19769582,-19.973455,-154.09628,-63.372486,93.77599
130.707,-224.46562,272.9771,54.772102,-129.99219,-62.77476,0.6438048,33.55602,-146.89774,1.6075102,160.32892
130.676,-225.22783,120.09525,-8.221428,-42.006874,-61.162613,-29.700502,178.55846,8.493426,34.00963,230.22627
130.646,-69.75894,76.16466,14.191536,34.013836,-300.6412,-144.0891,77.47246,69.13168,-3.721779,277.173
130.615,21.327347,-7.0065365,-62.79471,-6.6983385,-234.11281,16.64792,-45.793182,145.16426,54.599434,191.21082
130.584,-140.25279,-30.54466,-23.089586,-41.785854,-112.51484,24.193512,108.4753,66.10611,92.869514,48.669952
130.553,-63.826706,23.274359,-31.973413,-34.139595,-97.11832,18.306498,151.80334,10.054992,90.98861,-13.588196
130.522,87.22064,4.970079,-3.8377578,-170.10002,103.11822,7.9700475,39.306168,72.80956,196.26154,-35.20239
130.491,181.99257,-32.347694,29.605354,148.26189,133.1043,-143.04343,29.625586,-31.480278,153.11093,-47.11105
130.46,179.85991,32.09241,37.284466,326.52582,212.99557,133.28651,91.713875,123.60302,143.8687,-122.60243
130.43,215.78748,83.4144,9.270911,231.6265,79.86666,76.030716,8.463415,59.85147,36.710186,-45.840965
130.399,226.71933,155.08899,42.40027,34.06151,-44.285507,-43.076435,-70.2128,108.375755,28.16588,30.67113
130.368,92.83017,-3.1026473,208.8496,111.7523,-86.23162,-92.14336,-89.66921,96.79714,-189.16455,1.8392241
130.337,-14.926643,-42.65173,263.72693,-131.42833,-269.91177,-366.0668,-34.888683,122.4025,-111.870346,-12.634976
130.306,-132.61264,20.338413,46.937958,-100.08394,-207.36014,-378.6522,46.234833,31.103325,106.80346,3.0672696
130.275,3.7225616,71.81626,-120.05862,-169.43387,-189.62949,-233.15028,115.43829,-17.768867,81.21007,-118.0101
130.244,6.3197145,210.62448,-6.177328,-153.29648,-67.01259,-130.06699,254.04861,-4.021975,277.3052,-291.637
130.214,137.33253,185.39052,43.675076,-119.80608,1.4971148,-162.39163,188.20377,36.9359,188.60759,-190.05743
130.183,77.817184,206.64737,136.85484,-18.396212,-129.66103,-71.89973,91.80754,41.667274,174.17368,-87.2719
130.152,86.739334,365.12076,185.67488,71.79723,9.2543545,-4.6633506,58.034737,232.79263,143.78062,-150.29158
130.121,25.766212,109.73075,48.735435,-18.591087,-23.269917,-131.35025,65.91277,35.952614,46.67798,-116.571365
130.09,22.75671,66.34313,19.958075,103.32089,-66.63382,-228.69492,84.56198,-113.56073,95.21256,-236.22916
130.059,-119.85508,3.4887938,83.33558,178.71352,-122.84913,-382.09058,168.9263,-102.7415,-38.455612,-195.11731
130.028,-80.48508,-38.144726,-26.79251,80.00267,-74.487144,-300.27127,182.60492,94.20153,-91.54214,-285.58487
129.997,-20.25948,-122.918106,106.81216,114.22788,-197.3946,-160.05363,-73.17843,-40.02928,-0.9615536,-192.43019
129.967,5.3413987,-104.74564,-2.0444002,41.73636,-317.14697,-80.605446,-74.47939,34.73843,17.696323,-64.804955
129.936,-91.33749,-214.2688,157.83705,-6.6141496,-498.6941,-88.51706,-217.48691,21.036333,27.788658,-80.80908
129.905,-2.88133,-56.064926,315.05063,74.88127,-324.85013,2.693679,-183.9892,51.396393,-67.40127,-15.2831135
129.874,1.8472612,-68.18933,419.87854,170.42412,-263.9787,-19.665205,17.299032,71.36978,25.555597,-21.233019
129.843,57.722404,-35.0759,427.98596,63.51486,-248.51929,-105.21357,149.34123,241.76743,-36.10619,9.006511
129.812,164.35942,42.031994,284.0449,80.061264,-97.441666,81.78761,124.24264,275.39172,-167.7555,11.370855
129.781,122.08162,-29.973352,216.53859,-168.76776,-118.49742,79.42238,14.09625,253.58897,-103.64584,66.04494
129.751,101.608185,-50.12846,-0.80604655,-299.35217,-10.147597,34.1304,47.759235,127.3914,-187.43701,97.6408
129.72,178.66678,50.395344,118.35253,-249.32234,-227.07967,-41.78532,-47.631874,143.14372,-22.709307,93.10084
129.689,135.2145,-28.948612,143.2134,-79.72259,-208.64423,68.398254,75.439026,219.01418,-103.153,158.18442
129.658,146.0556,-53.0251,128.48044,50.08467,-132.42914,-24.0328,143.68816,63.76604,-48.986885,126.608955
129.627,-121.88441,-21.676817,-98.923355,-24.53361,23.19591,-121.362915,122.00725,-114.21648,-337.19922,158.8155
129.596,-109.9827,52.199787,-86.08315,-98.03195,-58.939487,208.64433,176.24496,-204.52629,-254.80034,141.17499
129.565,-221.52678,3.698401,24.435364,-16.291998,50.036537,81.1799,102.9484,-149.16019,-101.92991,264.04733
129.535,-65.05391,47.87197,-3.595153,20.592718,35.88687,101.65863,187.93837,-134.48734,-200.91913,234.88441
129.504,-180.21599,59.51333,2.9300115,5.545517,104.730385,95.82308,136.01482,-146.04057,-197.55159,143.77176
129.473,-273.40942,-72.15829,-39.366413,-197.04984,-43.237885,77.07007,151.0753,-154.55925,-88.26276,10.800139
129.442,-285.53754,266.24615,12.183081,-190.18767,-65.866066,181.41284,65.74221,-5.419692,-73.375824,8.98658
129.411,-275.38007,198.89694,17.42616,-94.183876,-130.30367,165.736,117.37617,-13.06989,-60.388893,8.843707
129.38,-99.24036,74.33005,-0.9388165,34.214725,-293.33865,66.30838,-42.0162,-94.29176,-64.66572,-31.021921
129.349,-272.99344,121.70905,91.3216,177.82988,-305.2935,140.18326,-246.32436,8.12269,-84.893135,-253.17912
129.318,-205.32663,189.31926,-134.83441,244.69151,-113.11381,187.66394,36.939877,-65.519104,-261.345,-49.65883
129.288,-225.64716,-17.676792,-79.906105,157.82826,-165.38933,59.94299,128.71593,13.698761,-71.0662,-7.1511292
129.257,-259.69824,-22.036598,-222.09097,-2.3877125,-2.9774184,185.4813,34.240433,-194.03802,-106.772285,92.02335
129.226,-151.24979,-79.11786,-226.97371,-44.706646,-73.95029,312.15674,1.9743923,-61.31944,-192.99115,175.68367
129.195,-217.42102,-89.83219,-102.823555,-108.96115,-28.69896,255.17473,-81.93233,115.634125,70.24029,100.37704
129.164,-9.771322,200.0613,-143.55675,-210.69104,-25.851585,204.56639,-227.67064,141.0834,-2.658809,-86.43971
129.133,-159.4342,156.00983,-189.9799,-42.314854,29.920218,112.470955,-256.1923,168.81226,77.11907,-156.67957
129.102,-46.956688,317.94324,-183.28006,5.8541746,-60.594173,73.1818,-192.8923,168.09622,275.82162,-327.92203
129.072,107.29944,300.19012,-116.827034,84.726295,-96.987305,131.96646,-239.78743,4.1600466,145.23958,-247.23502
129.041,128.942,213.90337,-72.382256,-46.193016,-88.40754,-23.16788,-277.4986,109.60767,40.10757,-96.36087
129.01,52.003872,118.92647,-165.73401,-31.141596,-70.40108,22.522526,-319.14893,-19.894697,41.218704,-256.77426
128.979,120.30061,-27.461843,-29.631935,212.30745,19.772635,62.730846,-183.21971,-105.41466,20.031204,-92.03631
128.948,168.65317,76.900475,-270.5341,43.15699,40.823017,-7.0867376,-41.248016,90.33607,-65.38357,-145.32568
128.917,57.90792,69.21742,-374.36465,9.040582,16.436409,-81.23121,38.779396,-69.473305,-107.673744,90.14054
128.886,-48.615932,152.36487,-260.47296,64.25792,21.243454,11.544613,-129.61365,42.128242,-182.58945,99.13741
128.856,-68.428566,161.83127,-174.60602,-26.123505,122.766174,113.649536,-39.243088,-57.82605,-305.49567,-16.88369
128.825,-168.58287,178.73233,11.17488,129.1566,111.65001,154.09598,37.78095,-32.703182,-275.8114,-47.454636
128.794,-103.68639,99.913956,106.14436,238.83528,78.540726,32.18719,28.679758,-50.092716,-302.17584,29.112127
128.763,191.07921,31.530676,78.59671,331.6796,76.910164,-31.854202,2.7378907,-24.335985,-54.536762,105.59757
128.732,184.9438,42.168457,163.26222,305.8529,141.98196,45.16994,-31.549562,6.811293,-80.98087,249.4777
128.701,271.49548,-62.88516,256.528,431.63116,61.661434,112.98427,70.814445,-35.082565,-160.7102,193.44217
128.67,75.274666,106.08528,-1.0615802,285.4268,-126.530106,67.408226,88.70471,-86.71005,-103.56491,139.32288
128.639,9.336595,140.94632,-44.771194,330.8406,59.46216,143.6556,-62.145267,-57.70504,-79.96211,140.11928
128.609,-20.234304,119.74427,-145.70894,221.8688,161.49059,111.21111,-54.48468,1.679871,-35.66006,87.974335
128.578,41.91015,56.44055,-188.77739,301.82367,23.492826,119.47917,-86.444954,62.761013,85.5506,-152.87334
128.547,-20.82362,127.66079,-181.36562,-11.438668,54.63206,85.77516,-57.535805,-95.86844,139.73235,-199.76334
128.516,-6.135979,-41.99079,-91.28573,-40.63793,-117.7339,209.14958,-40.16564,-61.8971,175.81255,-131.00488
128.485,-216.33826,147.20367,46.937828,-102.37944,-120.21801,194.21695,27.612452,7.5593896,-47.258404,-79.229515
128.454,-190.38495,-16.803747,91.47639,4.5590067,-32.599762,85.88661,-18.97159,183.15419,86.79046,-229.46117
128.423,-76.99928,-56.913765,194.16272,71.04639,-54.542397,8.856087,-33.30175,192.01466,124.23719,-302.46884
128.393,-117.794075,-47.478233,305.27576,169.80891,81.492355,76.779,101.88294,138.49548,117.67942,-91.49891
128.362,-32.508907,75.69968,114.0673,128.3054,51.135258,-8.738514,89.529175,137.85394,89.48885,-81.07537
128.331,-212.05656,68.177505,187.24968,70.127174,115.07052,12.575732,-61.36579,207.74632,-82.28374,-31.746183
128.3,-199.40303,-50.45677,26.732153,-75.842445,263.10434,76.901276,-75.85735,419.3109,-184.90773,-160.83359
128.277,-50.970993,199.03816,-25.891712,63.366787,331.20657,-34.55585,11.615139,216.01555,-195.20178,-179.69707
128.255,95.79162,183.04076,-170.99709,157.00107,240.32062,-1.5666068,13.40157,36.522236,-139.80286,-83.2119
128.232,-19.210136,115.6201,29.072128,124.948555,225.4025,66.09113,35.055878,13.320691,-73.46839,-230.00565
128.21,63.54679,79.75226,10.126746,-156.80078,337.9976,108.22002,-42.193245,36.983612,162.2066,-153.97429
128.187,16.113047,-25.099997,97.1814,-72.89751,175.81834,201.86717,105.67663,159.7293,-112.28704,-145.91931
128.165,1.2371614,-48.03779,97.743286,-114.743065,226.26445,349.15875,-9.613259,248.25546,-151.00417,-72.989426
128.142,-3.7637994,76.254906,33.99396,-220.2439,190.34268,245.85796,128.0529,286.02994,-98.89317,7.9459157
128.12,-41.668564,-21.593695,152.05273,-404.10022,324.95938,106.265755,-105.91246,321.92438,94.02084,8.55509
