age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
182.875,-0.055822395,1.6048067,0.3873137,-1.9282011,0.7998209,1.5006014,-2.7080445,0.40680474,-0.83885646,0.1813766
182.83,0.26848722,0.20765886,-0.795444,1.0265297,0.14931521,0.41480383,2.381531,-0.93190676,-0.2850542,0.0154488515
182.784,-0.39399588,-0.11392323,-0.02079922,-1.0125401,-0.82997113,-1.0583863,-0.2749744,0.5527265,1.022148,0.8666683
182.738,0.07547292,1.2147821,-0.41625443,0.84260297,-0.59319896,-0.78828895,-0.2980201,-0.24400643,-0.8701162,-0.22130498
182.692,-0.34657556,1.1847239,0.6433974,-0.058363665,1.1350838,-1.3016107,1.1694262,-0.55428183,0.603368,-1.375966
182.646,0.47618064,1.5853416,-0.96138096,-0.53365195,0.13950896,0.04397945,0.44100833,0.9770134,0.0014628468,-0.60121304
182.601,-0.19716947,-0.06353847,-0.3382282,1.3661454,0.8648704,-1.3406087,-0.007573491,-1.295968,-0.81090945,-0.780755
182.555,0.66131926,-0.39969033,-1.1486368,-0.80065423,-1.0011798,0.8899285,0.040446095,0.04191298,0.9866699,0.26915947
182.509,0.89103764,0.56361496,-0.6148683,-0.8995191,1.8905745,0.5985783,0.12776722,1.0186359,-0.2109086,0.38947493
182.463,0.039151758,-0.98692596,0.51654285,0.09210587,0.4087816,-0.30133325,0.65453553,-0.100934885,0.17275779,-1.5582656
182.418,-0.056363184,-1.2221828,0.00046124033,0.6056757,1.9718102,-1.048939,0.22735107,-0.48376292,1.3332362,1.4173133
182.372,0.5053353,-0.35794073,0.0025006772,0.56295097,0.045172628,0.32736328,-0.10625595,-0.1966911,-2.0894034,1.0285885
182.326,-0.13157116,-0.23910597,0.12152128,0.669495,0.4164935,-2.4468884,-0.73836946,1.1739129,0.5719229,-0.19524255
182.28,0.8565183,-0.39410055,0.60618615,-0.62859917,-0.6859679,0.9870842,-1.0958012,0.015465114,-0.26974863,-0.6612305
182.234,0.6974247,0.89786655,-0.030709036,0.68381834,0.20727102,-1.7117327,0.5052513,-1.3174828,1.141499,0.55592126
181.96,1.6218556,-1.3206838,-0.42287326,0.2765428,-1.2304379,0.21950041,-0.46954736,0.39355618,-0.02465239,-1.2218525
181.914,-0.60323626,1.5760586,-0.04517682,0.48860633,-0.30940348,-2.1349342,1.942119,-0.5457059,-0.83755106,-1.5405835
181.868,0.04088797,0.43189943,0.19139637,1.3981326,0.74118084,1.8582408,-0.5124177,-0.052244212,0.8564809,0.6063021
181.822,-0.0842317,-0.020188194,-0.0024064437,-1.2843862,0.019793343,-1.7059507,-0.064094305,-0.087516375,-0.14400773,-0.6017986
181.777,-1.2727358,0.14324814,-0.95270765,1.1141076,-1.4554799,-0.60301554,-0.09946713,2.0718384,-1.2502323,-1.2501396
181.731,1.0595331,-0.47759575,0.11901242,-0.4330808,-0.39374,0.089223355,-1.1340606,-0.5322091,0.7491235,0.35469976
181.685,-1.2012094,1.2451797,-0.5977342,1.9454768,-0.320899,-0.20133696,-0.6083043,0.05157259,-1.2568846,-0.10407562
181.639,-0.29861048,0.94232,-0.09932011,-0.59936637,-0.0006560634,-1.0342015,0.39433736,1.7755154,1.1933879,0.5691006
181.593,-0.19871473,-0.2287692,-0.031352133,1.273286,-1.0999339,-0.2890112,1.6665474,-1.3336474,0.7058587,-0.18572807
181.548,-0.8263882,-1.5374526,0.87059385,-1.1431328,0.86961395,0.46304876,-0.07365427,-0.70192313,-1.4541731,-0.2520899
181.502,1.4127536,0.18844177,2.065052,0.17317598,0.35300225,0.19530095,-0.25920042,0.13874927,1.2156129,-0.13083753
181.456,-0.33899024,-0.019885756,-0.51465374,-0.071087115,0.35284638,0.2081776,-0.62139386,0.66820365,-1.5803331,0.013326395
181.41,-1.7965819,-0.7458383,0.51408666,0.83305126,-0.9940307,-0.8685378,0.7708146,-0.19309065,-0.2240852,0.9393152
181.365,0.27633622,1.0486127,0.26022103,-0.51129556,-1.9453624,1.3164072,0.5513003,-0.92614824,0.63537157,-1.2153019
181.319,1.0015186,0.4201576,0.26647407,0.6658133,0.4534282,-1.0488318,-1.5004476,-1.1728952,0.9555555,1.9857063
181.273,-0.12196028,0.056861322,-0.27700043,-0.7874175,1.1523633,-0.612,1.6018513,0.77663386,-0.29728398,-1.9177243
181.227,-0.3846578,-0.8234602,-0.9599656,2.4811828,0.21007615,0.19280492,0.7166291,-0.24664693,-0.28142098,-0.9715192
181.181,0.05159987,1.4171723,-0.41994187,-0.62655085,-1.4349397,0.10233564,-0.60191065,-0.4666359,1.8673618,0.35628226
181.136,0.27929413,-1.5788802,0.035866488,-0.2403319,0.5456593,1.38204,-0.21709731,0.34704143,0.24965732,-0.6894831
181.09,-0.6256679,-0.32940176,1.6650304,-0.98606133,0.012797559,-0.8543039,1.0388626,0.20643623,0.30251414,0.5196452
