age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
132.899,24.85374,11.342374,42.06236,-18.82237,42.65592,-13.532495,12.960508,19.652044,-40.004456,24.950998
132.868,5.098743,22.90025,39.75031,-12.672718,-10.248859,-26.31712,12.74021,23.392178,-16.980955,19.078363
132.837,-15.499646,-0.4206379,-7.8355975,4.2167926,-22.922958,-5.080071,-12.026399,19.920223,1.3937466,0.652685
132.806,-15.536881,-57.301258,8.59802,-10.477173,2.7070823,-2.9233124,23.400755,-48.267124,47.765526,11.016791
132.775,-10.509124,-24.273285,-39.413715,-12.08852,-2.8736897,-0.204709,19.603495,-10.043886,23.511827,22.341244
132.744,-14.962089,-13.556788,3.1850212,-19.942492,15.448721,-1.6495091,13.495012,-34.910477,-31.529552,0.72164905
132.713,-18.635334,-14.185587,6.638239,-44.49091,-48.50954,-34.25571,-4.1972795,-35.318703,12.150326,-10.863116
132.683,-19.81536,28.546537,-1.1570264,0.17039847,-33.30608,-0.0056113503,-2.1442223,-11.9334955,-9.110041,4.15789
132.652,3.4399557,4.3495836,0.21180205,25.916248,-10.263004,-30.4827,9.890688,-8.198967,8.204603,21.598093
132.621,19.926067,-11.1396265,28.423214,25.50193,21.682447,-7.452415,-9.375293,-47.33223,25.500074,3.0454376
132.59,-19.403654,-7.1710544,18.023272,-14.963995,-26.364902,1.139008,9.923422,21.3949,13.413869,-3.031902
132.559,3.5514402,-20.195896,8.275975,-35.69993,-3.2636318,-40.0053,8.490538,-5.984954,-15.778589,19.989986
132.528,28.16244,-4.509202,-28.361027,-21.790821,-33.664585,4.0108547,3.9778032,-41.27244,-34.23234,-27.760649
132.497,41.429184,-18.344742,-21.367872,-28.49992,-49.439167,-41.364513,-15.437815,5.879847,-44.86073,-4.615072
132.467,11.576247,-4.5259523,33.680664,1.3297194,-0.32597357,-13.4647875,-35.322643,31.171984,-7.578012,-5.245448
