age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
112.58,-0.8201249,-0.5402441,0.33754918,-0.5381151,0.709518,0.4275193,-0.28519952,-0.46004203,1.1125829,0.26678312
112.557,0.08485935,-0.7886029,-0.75719744,-1.9958378,-1.0615733,0.25422686,-0.63599473,-0.14276527,0.16658166,-0.79061055
112.534,-0.3633953,0.548265,-0.77834237,0.096982054,0.4287382,-0.7372154,-0.34248444,0.31179386,-0.41028374,1.1112132
112.512,-0.13085394,-0.6951644,-0.19399671,0.24947673,0.06255261,0.26425177,0.86868596,0.46706975,-1.5005249,-0.38886505
112.489,-0.6017737,0.14758438,1.2017709,0.5908387,0.69965434,-0.38315335,-0.04114027,0.32705337,-0.25402862,-0.29231507
112.466,1.1560467,-1.0884609,-0.091111206,1.0471432,0.4363834,0.012681064,0.05562465,-0.9914535,1.0547415,0.23825678
112.443,-0.48415926,-1.0410827,0.33500698,-0.25556886,0.55180615,-0.3445439,1.1606408,0.1137249,0.88699216,0.10354585
112.42,0.20018756,0.29509294,0.43524563,1.1685107,-0.1892323,-0.42219913,1.1196408,0.3461306,0.80348295,1.0702928
112.397,-0.01718609,0.8163339,-0.09510325,0.86033696,0.1704838,-1.0045434,-0.57837754,0.11632868,-1.3297838,0.06538163
112.374,0.28469858,0.049537558,0.2809822,0.8682545,0.7338446,0.42884958,0.10231112,-1.4991577,-0.21079169,1.7274119
112.351,1.5137988,-0.7168191,-0.08968286,0.02296529,-1.2361205,0.2634618,0.06025523,0.0859585,-1.338306,0.77212316
112.329,0.6138234,-0.45566657,-1.7175752,-1.206098,0.80054915,0.81592166,-0.43285394,-0.28750908,-0.4202623,-0.71274066
112.306,0.024878329,-0.065816365,-1.4088445,-0.88990647,0.22242185,0.17452101,0.63466936,-1.2109079,-0.28762576,0.038153686
112.283,-0.39820778,-0.23613948,1.0040939,-0.71951956,-0.42272934,-0.12138157,1.1211976,-0.4787087,0.1886762,0.101527534
112.26,-0.5464474,-0.45859617,-0.8387664,-0.71767735,-0.23336633,0.6286123,-0.15350245,-0.27140182,1.921352,1.3403418
112.237,-0.29130605,-0.5117994,1.0733308,0.7630403,-0.45399666,-0.0015098793,0.6559889,-1.6443238,-0.4661029,1.0214857
112.214,-0.7598542,-0.6382523,-0.08421465,0.14198196,-0.057942003,-0.96614003,2.6203604,0.587151,-0.124625325,-1.1844078
112.191,-0.5171125,-0.94976467,0.8064705,-0.77868176,-1.4998864,0.030034773,0.11051245,0.88037735,0.07270371,0.9037775
112.168,-1.07873,-1.961549,-0.5452539,0.041525804,0.5961435,0.15819651,2.0165017,0.8647819,-0.16413279,-1.9463687
112.146,0.17144533,-0.3450238,-0.057282187,0.20029461,-0.57729155,0.55919355,0.36338568,-0.40976247,-0.5111565,-1.034799
