age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
132.899,1096.6577,438.1946,-790.22034,-2355.0088,1465.7855,-1788.9359,1969.0608,1023.25806,386.90543,-553.8669
132.868,-147.70547,-1033.437,1332.2603,229.3697,1064.6746,-2254.8445,-691.84937,1633.9763,523.5788,-2213.6855
132.837,760.7399,-1735.3616,874.53625,113.68409,-548.84033,-2077.3604,-496.99933,1162.9794,1847.53,-655.92993
132.806,-493.30307,-3577.9175,1476.3958,1239.1189,-878.817,-1645.8322,-157.53435,-206.33208,1645.3082,-235.14241
132.775,37.863556,-4239.541,-542.2454,1859.7482,-2376.3286,-1914.7426,2141.2332,1102.4606,1428.4166,182.3206
132.744,3554.2854,-2510.2175,-975.7137,1693.0355,-2655.5642,-806.3025,-953.0503,-21.068262,-1138.5931,-993.19037
132.713,935.9022,-2495.9075,1321.1846,753.5961,-2098.513,-420.6911,485.8034,-1323.394,-2696.267,746.441
132.683,1256.1841,-1739.9628,1466.497,-751.0361,-1164.4327,-1080.9583,-1003.75055,-2896.3503,-995.64716,-1980.6228
132.652,1037.0049,-288.28436,1007.1837,1990.2849,-892.4817,-1763.1316,-709.38116,-435.71658,-511.76227,-1967.8171
132.621,-81.15992,-803.49384,902.18414,2576.9165,-908.0011,-1573.7451,-525.7083,2424.036,-696.75183,-2608.9883
132.59,-685.5924,-686.3279,543.9257,1173.4623,13.245811,-2717.4321,-747.1142,1591.8093,551.5586,-565.99426
132.559,-733.5315,-2284.2708,1265.7286,1379.3947,-1499.1498,-265.29883,-535.1503,2682.9207,1420.196,354.66354
132.528,856.634,-1253.1924,350.19574,613.23706,357.00565,-336.60007,-2866.1038,3048.099,-456.89328,1008.2602
132.497,-659.4835,-494.77277,-1448.1917,-198.45453,1477.0298,81.438,-1457.7351,1693.3175,406.99588,570.5782
132.467,401.69614,905.50305,-1539.1091,1111.6476,2614.0667,249.6782,-996.7023,189.8196,240.004,1032.4938
132.436,-1191.1226,-1485.5602,-2773.1724,396.5047,488.07535,956.4786,676.0696,1691.5728,528.9571,-628.5621
132.405,419.50882,-4308.0454,-2453.6853,659.23083,-351.97177,1118.3119,-1384.0515,3148.003,1769.4327,-1880.8322
132.374,627.6501,-1473.6699,-1905.0781,-1307.1868,-687.931,3029.1858,-526.94965,1408.4951,1098.0665,-1809.851
