age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
182.875,-0.87812895,-2.6133752,-1.5033958,-0.32551098,-0.6320797,-0.13666134,1.2363268,1.26175,-0.43815058,0.70505935
182.83,-0.99736005,-0.4290984,1.2989573,-0.07582055,-0.15057361,1.1651899,0.029168338,0.14693226,-0.22843991,1.6913208
182.784,0.3728594,-2.011587,-1.7576755,-1.0873653,0.4265118,-0.45163018,0.32836974,-0.08278878,0.030994851,0.2349929
182.738,0.38999477,0.41267997,-0.4639641,-0.70847666,0.96287596,2.2440596,-0.11942161,1.0920498,-0.7061681,2.455599
182.692,0.34717008,-0.8773389,-0.66822135,0.21166301,0.44601795,1.8321166,-0.203626,1.6282481,0.26154625,0.47967774
182.646,-0.28445205,-0.37211254,-0.42887405,-2.9342258,-0.01771799,-0.65486485,0.3479447,1.4307972,1.0074253,-1.2113276
182.601,-0.44872713,1.65792,-2.0520234,0.3255092,0.2603543,-1.0941,0.12309101,-1.7718819,0.77841246,-2.1223395
182.555,0.7639479,1.984195,-2.0177898,0.25675318,-2.210175,-0.752494,1.8270113,-1.3954782,-0.29763663,-0.986258
182.509,-0.34301478,2.228335,-1.7595317,1.1964794,0.07871027,-1.6364198,2.366742,0.68269736,0.6361228,-0.16412377
182.463,1.4784453,1.2781432,0.8740951,-0.37552723,-1.7174227,-0.52919406,-1.0300026,-0.6911241,-1.1172484,-1.5893923
182.418,-1.0721161,0.04602642,-1.2206416,0.45608732,-1.2648362,-1.0350552,0.31871745,-1.0734445,-1.3786371,-0.4891756
182.372,-1.3954604,-0.37748334,-0.57397366,-0.3664954,0.5329889,-0.021908393,0.1170928,-0.4894172,-1.5029361,1.2535223
182.326,-1.1264913,-1.0318224,0.5414788,-1.2393514,0.86390895,0.31723666,-0.6500323,-0.04301718,0.95028466,-1.2326784
182.28,0.68866557,0.8153337,-0.80062145,-0.4570285,0.71660966,0.09657007,-2.6573963,-0.92586255,-1.3827229,-2.1264894
182.234,-1.1087334,2.2231002,0.38049418,-1.1818527,0.33232397,-1.7363918,-0.8785622,1.4027735,-1.6723658,-1.7188903
181.96,0.14855683,0.2533268,-0.5521607,0.3307866,0.8585553,-0.20072626,-0.6988814,1.546972,0.93518233,-0.80771244
181.914,0.43261194,-1.7244236,0.13028492,-0.011715978,0.3432138,0.7676335,-1.3431412,0.38315758,0.16055383,-3.1196737
181.868,0.7924709,0.39157677,0.4919886,1.0577624,-0.70365924,0.7580058,-1.7266158,2.242267,0.05000122,-0.73106515
181.822,0.04639081,-0.95881087,-0.23994298,0.93769443,-0.6510894,1.3581408,-0.5571689,0.21770896,0.4805377,-1.0983654
181.777,-0.369888,2.108549,0.8302664,-1.089238,-0.01152492,0.2268401,0.06472673,0.3934819,0.7727279,-0.25193235
181.731,-0.8121111,0.53957856,1.5416669,0.88579446,-0.4199071,0.86952174,1.2908894,0.5401755,-0.48359042,1.7816863
181.685,0.13798845,0.5223241,-1.1011959,-1.2092398,0.8375514,0.7744213,0.6668028,1.2220602,-1.0466224,-0.65069366
181.639,1.6781174,0.5891407,-0.9819379,-1.759972,0.11019613,1.9627172,0.95822734,1.2841828,0.6764334,-0.08850686
181.593,1.5657245,-0.4833889,-0.49747822,-0.029178403,-2.4403496,1.5027031,0.81867313,-0.43282777,0.32741436,-1.2488376
181.548,0.067920156,0.89895225,0.12337919,1.6635759,-0.9485658,2.1984663,1.2637316,0.045129173,-0.5109251,-0.4735966
181.502,0.33163062,-0.39296135,-0.9804606,1.4489948,-1.8744917,1.0916213,1.9184994,-0.03907818,-0.30963263,-0.043794215
181.456,0.79133487,-0.962455,2.178802,-0.08301505,-0.20740011,-2.115306,-0.53685105,-0.6982049,0.09993525,2.2613401
181.41,-0.5956745,-0.43766445,1.5898342,0.5159338,0.88978183,0.5588367,0.29317027,0.77057153,-1.7746094,0.25762296
181.365,-2.1358862,-0.7584308,0.4795877,0.48581883,-0.020600565,0.8268942,-2.1595104,0.50910676,0.054754592,-1.0170193
181.319,-1.2920407,-0.30885193,-0.34807,-0.7323165,1.319341,1.5952693,0.009345619,0.06193766,0.5515045,-0.36240157
181.273,-0.54031223,-1.4674196,1.8691702,1.628944,0.6535511,-0.29450312,-2.0328808,1.210144,-0.4075716,-0.5983796
181.227,1.1156083,1.621136,0.015815755,1.899967,-0.64435494,0.1391708,-1.3159035,0.005654595,-0.31775597,-0.22146466
181.181,0.13935637,0.06253544,-0.93369687,1.4318892,1.0891066,0.9732878,-0.19428419,-0.81226707,0.7491335,-1.6630328
181.136,-0.5042218,-0.6702277,-0.7252436,-1.4377173,1.8769625,1.699248,0.15710315,0.7655981,-1.0040076,-1.3316201
181.09,-1.1467434,-1.0655022,-0.64764684,0.11697157,0.29165563,1.1227313,-1.3810006,0.8101453,-2.103505,-1.7618461
181.044,0.94145584,-0.5213915,-2.8703814,-0.32715547,-0.33755505,-0.3485225,-1.1455547,-0.21774118,-0.6755939,-1.2414395
180.998,-0.09591391,-0.53662705,-2.6790802,-0.30877626,0.5417074,-0.21921529,-2.601408,0.16587359,-1.5141844,-0.07955004
180.953,0.31939164,-1.331296,-1.8650904,-0.8930626,0.14067023,-0.24350066,1.3102875,-1.2343751,-2.6677759,0.874415
180.907,0.40526742,-0.6528213,-0.7278819,-1.1490121,0.33772093,1.6576706,1.0285188,-0.09151034,-0.48424336,-0.5850033
180.861,0.85091513,-0.39007992,-0.38583317,-2.1263134,-1.0644208,2.101424,0.325156,0.3810818,1.2006177,-0.13227274
180.815,0.06910743,0.91042733,-1.9276135,-0.3200083,0.60711634,0.8997555,1.858028,0.94091725,1.1294093,-0.37522793
180.769,0.65199965,-1.5679187,-0.79791075,-1.0014505,0.7635915,-0.21119738,0.24940708,-1.466279,2.6766806,-0.08535569
180.724,0.740533,-1.0297146,-1.7065032,-1.4167482,2.3152528,1.9695867,-0.19107318,0.18218708,0.6690757,-0.1694865
180.678,-0.3644716,-0.09899267,0.46003905,-0.5478406,-0.70485365,-1.2268444,-0.24842471,-0.86226565,2.3374043,-1.0016067
180.632,-0.6609563,0.88306034,-2.0326529,-0.14555795,-0.84277314,0.34746554,0.14583154,-0.23233469,0.19141336,0.39624485
180.586,-0.99221206,-0.5132627,-1.2564726,-1.4613999,-0.8236527,0.6820843,0.9248602,0.9263159,-0.118304454,0.83519524
180.54,1.7549433,1.6748574,-2.110956,-0.3214517,-1.0635298,1.7250226,0.80852884,0.9989588,1.1107072,0.66508096
180.495,-1.313463,1.3356217,-1.2140067,0.12849487,0.5804661,1.135723,-0.14264706,2.0544212,-2.1506104,0.53836286
180.449,0.043509733,1.5724473,-1.9740627,-0.8142593,3.637265,0.61792815,1.3639653,0.6073525,-3.0218384,-1.2494024
