age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
182.875,-252.43845,149.87871,-22.077122,38.16571,-97.55058,-71.354774,7.3927,-83.432556,108.34202,70.120926
182.83,-99.887665,209.28365,306.94,169.80336,-173.1451,-89.58172,212.03598,-481.46384,293.78745,227.81859
182.784,311.98743,175.39069,30.429815,282.3346,-222.56244,-113.687706,321.7532,-267.407,166.66135,285.7145
182.738,395.13852,-0.9104044,-164.02736,77.09596,46.340046,58.652267,65.02581,-53.470264,255.53395,-103.66909
182.692,327.10413,347.27267,-58.605038,-88.01496,91.51518,-14.643256,-93.49466,-205.00058,-260.91174,-154.9558
182.646,145.78893,121.436714,-163.19377,-145.92784,37.778725,19.52141,-101.06244,-211.22725,-253.28609,-253.33981
182.601,194.32877,-93.41713,-0.4378776,-2.261668,179.29117,-86.199715,-12.061413,98.17776,-64.48739,-320.29633
182.555,216.51941,-64.42488,-142.0967,191.65602,36.40607,-153.35219,-223.215,-144.7182,-143.65703,-361.01987
182.509,12.025493,112.38428,3.1111937,22.460808,189.5282,-162.62024,-174.57475,14.703361,-308.9761,-60.647293
182.463,-45.61846,202.5929,293.69437,-364.64093,110.128426,-91.8781,-135.08884,232.54929,-311.65366,-78.979034
182.418,-233.71895,119.751175,0.41976747,-377.9722,-88.95152,-139.90225,33.557377,149.34929,-129.12212,-120.993835
182.372,-113.7799,23.747828,107.77823,51.50902,-175.42516,-197.4927,-3.0559897,210.65204,-65.25114,250.48293
182.326,257.6126,-22.93178,12.906021,189.22948,-145.37607,50.79953,-38.670567,162.39523,187.59459,89.25805
182.28,12.150071,-103.78476,51.99357,224.82913,-120.28462,-121.010445,203.04132,208.80853,-40.141563,-67.58332
182.234,27.055801,19.417036,44.469,-47.63456,92.44737,-85.96541,-108.43362,-74.27049,19.1528,-190.7875
181.96,209.48712,-39.130707,-50.47498,41.140152,90.0095,-59.628944,-100.08942,7.502002,-79.42534,-299.9587
