age_kyr_bp,null_0,null_1,null_2,null_3,null_4,null_5,null_6,null_7,null_8,null_9
56.982,0.15440816849685057,0.738277500223474,0.04031139020627456,0.22375049767849883,-0.41363402450420195,-0.22638044255056602,0.04026432915676827,-0.34075236446133456,0.5328819483788302,-0.03730905732214963
56.942,-0.5070564694130477,-0.42887841436179963,-0.25523599351230936,-0.22096479853721318,-0.13084317576278987,0.13715648276647302,0.20750930356319525,-0.07888386792975954,-0.4164353488159085,0.3933554748043645
56.902,0.3793910990843006,0.48526854180957524,0.1222885174361191,-0.5934478902805006,-0.711229000132203,0.029022602720283917,0.7951907386037619,0.1024900940945907,0.17353424839658235,0.16916100745416515
56.145,0.4616425382559225,-0.8265088972021851,0.014190154218824795,-0.6144943401407115,-0.27593469926816516,-0.13868581054244225,-1.0169325065413335,0.40619962546873156,-0.009850874217252406,0.33071434241078496
56.105,-0.9577551595482834,-0.14901903092218383,0.7905116237672447,0.09727324458115333,0.16322334624070198,-0.04405221898293493,-0.272334839831511,-0.1931889566996025,0.15908848478450896,-0.3367734094606666
56.066,-0.6218637236552669,0.08667174120850994,-0.1222303062690499,0.7783517657308471,0.5944540767738653,-0.11806310968309296,0.29821844358606603,0.26302795979019394,-0.4057663925807016,0.4495621385639265
56.026,0.07541532710314325,0.29146498124649844,-0.49553595847191156,0.07380693983473449,-0.3600165531547446,0.08128889294967508,-0.7745100658325207,-0.12867375117528052,-0.7696833371437067,0.7984293782721746
55.986,-0.1510690406231993,0.35023976376686794,0.09907720089035854,-0.05412096904396723,-0.3114119200068564,0.7257709592223184,0.7385791620934964,-0.05107015216135604,-1.0022898905991713,-0.4807948774802148
55.946,-0.0013770832061793916,0.38979178580965124,0.11167136757048596,0.14586323940073062,-1.0444259291268436,-1.2630066718502613,0.1765070095130339,0.4125155911303619,-0.5306658227848562,-0.42447254499733567
55.906,-0.4134257066463294,-0.17090417752131998,0.6703067255991616,0.6437938287576243,-0.06183803009512701,-0.09551369575529482,0.418061600350768,-0.977759445708851,-0.21341208644519527,0.6654815228494059
55.866,0.441479474319848,-0.21968073327202126,0.40630513205433566,0.10460923203943578,-0.515374912635207,0.09275683628949255,-0.28025688927278913,-0.6188159720208498,-0.1361773028625716,-0.09712797673950223
55.827,0.38102921657625155,0.42856688084823796,0.17499724999290495,-0.19787574336328426,-0.24831283649862865,0.14902772951203483,0.4076319355792529,-0.7143663601870196,0.956922740874363,0.6947918976978213
55.787,0.03264903653574958,-0.0941680043389548,0.720590999663682,0.5500977274577645,-0.42204336265896164,-0.17929071366772711,0.5240324075611279,-1.1308210427014869,0.535619825616728,-0.22070539835964775
55.747,0.5575140597357449,-0.6195869858490343,-0.5870622663446632,0.20847348543926592,-0.0360099022816015,-0.854486188703931,0.1127154485875751,-0.3136751839253472,-0.473580181546551,0.7214520018190022
55.707,0.22739036605620033,-0.5432165530503251,-0.30153295640255057,0.7557149272365182,-0.8567583077125186,0.1764818961178369,0.11856759231008951,0.3764919048928852,0.18142373032621287,0.06053060637099603
55.667,-0.4193301118947484,-0.43927492880348784,-0.4457689062753398,0.08548888517407717,-0.7039865961099763,0.8500920821082305,0.13612526313972279,-0.1394240507223277,-0.19694114878570632,0.13090328362224843
55.627,0.19107199992450863,0.2543067246846828,-0.18068616335224355,-0.5966939212949863,1.0581571779492691,-0.7579459548858292,-0.4201853204817147,0.10373887803334836,-0.132051581119539,0.7708840536085243
55.588,-0.46772992214927234,0.0716948900903877,-0.6680552045102683,-0.6587092267645475,-0.639646146146183,0.43811824299096885,-0.06216086551564486,0.5379804639549718,0.09753336600120992,-0.18203317070604
55.548,0.4416886336049816,0.3427935792830372,0.3248327212007075,0.8229718653681349,-0.5250629380916103,-0.16159563709894048,-0.06905412973848761,0.6495635269924471,0.30749208543518763,-0.4543872294108146
55.508,-0.024982454783862997,-0.2088399022330331,-0.108046450032238,0.8402607271976041,0.912542047296224,-0.02308577858145157,0.19390714254539668,-0.0369863495930579,-0.16523918121254613,-0.20939918701682564
55.468,-0.08537879117756945,0.08534749243435452,-0.7151242520658769,-0.09349704305396674,1.4186456459681256,-0.5111881902434124,0.49301247695524236,0.669404105213116,0.5288765254924838,0.2294653001366636
55.428,-0.3279581949451163,0.31079209289942,-0.4842930165644329,-0.1818100270264099,-0.5872911969049038,-0.15272234084790814,-0.520359176518466,0.04187030238810409,-0.5617144201001782,-0.7658892354725667
55.388,0.6087360805389008,-0.15060784452387782,0.1647836847161328,0.7241079177809026,-0.16835368258390582,0.6445777110998204,-0.049871281093380966,-0.4062880086520649,0.015070385751324508,0.32718498566297094
55.349,-0.07836555463344105,0.23091412211179413,0.41405860579347364,-0.5470222162307105,0.1746172468787714,0.2827906944985796,0.7322861778024551,-0.2815311832598168,1.2790033241460268,-0.2633478960818364
55.309,-0.2041399852337604,-0.3225623565352617,0.9792789537555954,-0.4270995480803601,0.8507761620717863,0.8512062504787117,-0.3688419261591744,-0.7177438388718943,0.09853874816972655,0.5712785229647998
55.269,-0.16520437814807584,-0.16909113607699847,1.4221315625441862,0.32585243408516945,-0.48963992048566846,0.5719638948315403,-0.39375992259627524,-0.4217465446595562,0.7067811386359603,-1.1765250637383577
55.229,0.26814592102337553,-0.18016080688896932,0.19061260817613415,-0.1926154918967964,-0.10924637134374876,0.21326923982566864,0.10911084845803941,-0.16538928171924325,0.04110890076510112,-0.36623148599225497
55.189,0.1809172416954224,-0.5793535724723236,-0.4827612514169196,0.004867461832971779,0.38764179959164474,0.8577703629449571,0.41781955756014,0.4012134276831472,0.2893595174584907,-0.8177053830762322
55.149,0.20519570150155084,0.25104783229996747,-1.0348223731376058,-0.07524268370451877,0.21343766681227092,0.20967601747479472,0.005407939583740843,0.8440749928383117,-0.026455397927393272,-0.3901407406598797
55.11,0.2137670145026263,-0.2283762907851692,0.14914988426959205,0.17150883310982598,-0.1821706714545254,0.40852836899376066,0.6567988092495018,-0.68346981796128,-0.07827020340394557,0.13131560385451232
55.07,1.0528489208970282,0.013952242344681006,-0.39562291293434765,0.6932531732151476,-0.05839215949519353,-0.14555428662826156,0.4171085237266202,0.20616043282062035,-0.3763882028071853,-0.08455429728396949
55.03,-0.20743171198669538,0.24063002110530068,-0.19384000473351207,0.04081804027099384,-0.6686948926423545,0.039437516187642054,0.4127385425158372,-0.5079734110612711,0.22073057582846464,-0.11824722567194872
54.99,-0.24369968014537569,0.22103330929480897,-0.2928484230994523,0.32034496837917303,-0.10353931395256985,-0.3375980919601521,0.2716695000084909,0.24414060216873917,-0.41544336448813124,-0.07162598735224583
54.95,-0.3911549045666581,0.32862795425216046,-0.06043633759520036,-1.0046296830524706,-0.12439316703178072,0.49458632997843205,1.1433689764557196,-0.062341208171625064,0.33662588871389115,0.10564337556133198
54.91,0.3119919682014193,-0.04739843871130285,0.5286199032333251,-0.006438857410118235,0.12041617417327806,-0.5791266389628831,-0.10983718867303346,-0.8923262136093597,0.5331619657147101,-0.49102542719717324
54.871,0.5548960598863528,-0.20205728375993315,0.0754629291657872,-0.4085491227141821,-0.26890247897961217,0.39593266427023466,-0.9764078930415833,0.47140921573693745,0.1781612967616201,0.35780485398836975
54.831,-0.05779116402576986,-0.031606070241958634,-0.07376046229675037,-0.5877877150738103,0.23962399327902772,-0.09344251937766133,0.8040209054216477,-0.2976245627682043,-0.13763181867895838,0.3255966027286783
54.791,-0.40640400672895916,-0.8222835850189656,-0.5021003959695581,-0.4184634416373122,0.4987685776638175,0.5806646760749092,-0.22949916895993777,-0.25320359275376925,0.22937488424315153,0.1898152938105401
54.751,-0.3943881517891002,-0.6946371370728155,-0.8102381809178059,-0.15371000395134676,0.07503917192442765,0.3660955456114182,0.06075472438275906,-0.5165991454615074,-0.14926696217231059,0.2756219095287652
54.711,0.32901051736357856,-0.6351949159722743,-0.22349636516027266,0.45616204084956913,0.17660001010828877,0.893501829767415,0.6465909859910538,-0.30953558167671974,0.465742882813554,0.14696604421741788
54.672,0.36548381403244823,-0.4762928081496404,-0.018618111024076275,-0.6512898387001693,0.02887078539696288,0.3523561191826509,-0.7889705557502881,0.21871822532598031,-0.8991260290953289,1.0014016078705419
54.632,0.26687885864090827,0.2069965083679303,0.872418611329125,0.028098002956883028,0.004672191876393045,-0.7704955443399998,-0.5991717184513464,-0.09055296643183376,-0.14847204619778304,-0.050161090667315576
