age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
112.58,872.7179,651.37274,-512.99054,1467.207,-207.39276,960.0046,-1065.75,1409.299,63.97466,-273.39963
112.557,2973.5686,-366.87088,234.5898,1727.6134,-229.57866,1567.3209,312.2244,808.0188,857.6199,-291.99237
112.534,1551.9211,971.1428,1503.8856,713.08264,-1199.0664,754.1618,37.657898,3191.4895,2064.8367,1004.94806
112.512,703.6803,292.01672,-94.233604,158.06708,-2247.3403,877.7755,78.27427,2159.4988,962.8772,-270.92368
112.489,2124.034,711.54486,-124.37723,-970.0652,-1294.8766,1246.4366,-2229.688,3491.8748,-738.9276,-113.608665
112.466,1720.652,-310.85266,-1532.9747,-91.340965,-1031.6346,356.22723,-1223.8004,2249.3503,-604.5396,1680.2242
112.443,2474.585,306.9715,-715.70166,-789.735,388.59293,1227.4142,-429.84448,1610.1179,204.41817,3232.5552
112.42,1288.7872,2081.7488,-186.4223,-1007.11945,-265.70618,1588.5872,2405.0483,1049.765,-1814.5496,1785.1831
112.397,1331.2397,389.03372,-845.30194,281.15378,-303.6204,1516.0774,557.51764,1243.222,-1653.4869,1704.0815
112.374,1811.3865,-167.22212,155.8944,2323.386,-2524.717,1163.3223,701.8416,2661.7168,-403.82864,3910.973
112.351,3012.4954,-1241.878,-407.77686,3562.5256,-3635.447,-602.42816,720.03467,2172.27,1132.3513,2676.474
112.329,2377.9111,-1700.3125,350.6609,1841.4454,-2768.3105,-644.61926,1679.8152,1277.4078,-815.9485,1940.3943
112.306,2072.4023,-952.1251,2267.6917,899.2777,-2502.0823,-1895.3779,2083.7876,662.0063,1074.0332,1813.9834
112.283,1475.3296,-1544.0162,1398.8549,2194.6667,-2297.3655,-808.96277,-60.100037,73.331535,345.76398,1825.5531
112.26,2809.7112,-402.124,640.09674,3226.229,-1725.9661,283.34253,1510.2455,387.99387,864.4585,1574.7666
112.237,2291.3103,-463.28464,709.1806,1250.2294,-645.9518,-199.24123,1372.561,1591.501,-559.50916,2455.5981
112.214,422.48154,-435.62564,1171.604,2112.4404,893.28345,-579.2348,746.4161,2131.2258,-662.2971,1514.505
112.191,-30.584385,-877.75714,1551.878,874.26495,70.90224,-12.511803,203.56696,1214.1786,-259.51096,1434.7344
112.168,1676.6849,-14.271895,1535.0184,1052.5099,-936.5209,-1472.9037,-215.14146,-1330.0504,1409.5552,-162.76575
112.146,413.10522,1258.889,1639.6025,1898.6991,-3432.6453,-1366.6055,-762.1048,-2751.2659,1228.071,-2057.3772
112.123,960.21185,-1123.444,1621.8187,1524.9019,-1608.2614,-1959.8374,-251.31067,-301.765,1040.6095,-2309.595
112.1,2162.0317,-897.29694,664.04755,1831.4994,-100.01119,-2016.3538,-698.23004,175.08171,818.76416,-2715.9941
112.077,2976.482,-1184.1495,1781.2928,111.98663,1644.16,-836.3833,689.11743,1415.8256,972.6576,-2224.7705
112.054,2035.4401,-3426.1946,2835.954,-1274.507,3849.1653,-889.31274,853.7395,2879.7449,409.5282,-185.51591
112.031,-362.9497,-4092.826,1336.1248,-1055.8041,3232.8645,-368.956,-794.26807,650.35516,1664.2314,-1142.6748
112.008,-1682.6642,-4298.751,130.15166,-814.00226,5073.077,-1588.0685,1160.5087,-316.1165,1578.4923,343.98483
111.985,-483.68744,-2803.2256,179.70499,-712.90686,3104.0723,-101.35753,1826.4897,-810.5726,2406.2803,1296.8802
111.963,-2216.1045,-947.4344,485.3255,-529.8457,1567.1022,166.21838,1372.8192,-1158.8699,2460.1953,327.46396
111.94,-1313.62,-973.5902,1068.5757,-47.346325,856.6145,-996.1562,2424.0728,92.31117,1019.3052,373.22156
