age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
90.482,-1189.4939,-1355.619,172.31961,234.60207,-715.1072,-705.0068,-1481.4498,-373.06018,-2124.814,1.7305194
90.448,2295.4043,-208.20879,793.9084,-891.79095,332.40915,-702.25037,-2547.697,-1430.9756,-1378.1041,-1141.1661
90.415,-2690.2373,-86.58659,1268.006,302.02985,752.9274,-203.8257,-220.06139,2451.811,-1511.4719,1053.9016
90.381,-122.81629,-738.946,828.0727,-540.1053,663.9746,-426.62314,97.11851,-820.50354,-480.38635,643.1121
90.347,1637.6051,466.69495,-608.5766,479.6013,765.95795,4.054769,2357.576,-657.8313,-479.3413,1441.3428
90.314,1833.526,-640.073,-675.83167,-37.264133,211.53238,400.8497,2177.2236,-1376.5271,-737.6844,-652.5168
90.28,1366.3656,-536.97876,1524.4683,1056.1677,-2191.978,1903.6187,28.4523,-1916.5696,-1309.8818,-119.88564
90.246,-1252.9698,-2260.0571,-954.65814,25.743362,-1413.333,1024.8756,-180.91759,-785.9075,1892.1144,1368.0516
90.213,1561.2427,-760.237,467.1077,368.45438,-2440.7039,1209.1826,181.15324,-8.973906,684.7095,-836.3179
90.179,113.86018,-224.51349,-1251.1052,2355.6682,-1991.5353,-1218.702,1269.1019,-1588.9458,1133.6,1685.3849
90.145,-36.984016,2256.2659,-157.24452,1868.6162,-2990.9219,-1542.4591,1356.5566,434.40405,323.75928,2364.6511
90.112,-372.40308,817.90955,865.2121,810.50995,-2539.6482,33.166214,1127.6241,-188.48996,1037.8328,1602.864
90.078,-997.24725,223.41072,63.764587,2026.6614,-304.0452,-767.356,-1701.6404,-417.7747,784.99774,-382.10526
90.044,1729.1382,392.4324,2051.7139,2436.9138,-2095.26,2904.906,-596.7989,1082.7744,1524.0089,2098.6733
90.011,-898.964,665.9243,134.52501,2048.234,-1416.3368,1342.7253,-213.15057,280.22464,-248.55266,316.12335
89.977,-342.7585,473.1371,2371.3281,1482.0553,-1792.793,-869.7704,-2075.7139,-346.7945,-1198.3285,-798.7982
89.943,1686.6086,293.14456,320.02927,-676.761,-1128.1189,200.425,-2148.35,-651.1651,-2186.1174,-131.52846
89.909,1423.74,917.36597,1007.68646,-876.4823,1204.7726,-1358.4333,1419.0629,-958.14777,-388.45374,1167.719
89.876,-554.7897,926.8417,-888.5569,1475.012,1383.0594,-1258.3047,2566.511,1451.1151,-984.0509,1786.385
89.842,-3527.1472,-171.52155,-1899.7245,1594.1885,1241.1931,1042.2134,2041.0681,376.6593,-862.0986,1111.5712
89.808,-716.36444,1203.2635,-1943.6487,273.07224,132.09618,-868.08167,634.7597,2310.4954,-892.9713,-48.355164
89.775,-1288.673,321.12677,-45.845028,-2477.6604,-45.78428,-144.78523,827.96967,472.9862,-55.59111,423.42514
89.741,-336.9014,-251.06314,44.362953,-2341.731,1495.853,-2211.4927,1948.4121,-652.2982,-470.82574,579.14276
89.707,-994.1425,403.11823,889.8203,-1295.4856,-462.5541,-2459.3054,760.88965,-9.2347765,-1478.7344,801.5234
89.674,-67.73638,-386.07556,599.66266,1337.5366,346.978,-1555.5239,1265.6428,-559.09906,-1766.5393,2534.3848
89.64,-185.52008,893.3739,309.82675,1886.099,-52.818348,620.34454,-1151.2013,-447.95264,-1341.184,1362.1807
89.606,604.0874,286.4405,1166.2137,1114.6764,-186.96654,190.17873,-2526.915,924.545,-610.1208,580.0259
89.573,-626.9968,2165.6348,1120.349,1604.5862,416.02878,-11.472747,-1043.7866,-113.892624,1642.0945,85.197426
89.539,624.4752,1052.3184,-136.2235,1635.4163,1094.7585,-919.58875,-650.46936,1059.5902,352.4386,853.9852
89.505,1218.6125,-522.0304,-843.6113,226.10321,142.47116,1162.4762,298.0639,-1093.4966,710.71655,894.3151
89.472,13.107583,412.8471,901.6645,330.06754,-192.03522,-661.7885,1419.9233,232.75089,1164.372,-1336.3871
89.438,-217.05002,405.44568,-541.14886,508.0303,389.82156,-461.527,587.6191,559.02295,-221.8332,-1322.2312
89.404,640.7434,-41.854145,156.14336,1419.2878,460.12662,-1018.1837,474.64725,-2351.43,-1212.9115,-1059.6304
89.371,1054.4592,358.73038,1885.1531,-156.78157,439.1917,995.50085,616.8681,14.46155,1314.9618,-966.49963
89.337,267.6965,595.5914,1202.54,-1970.6359,8.635788,1095.209,1929.5956,896.5791,-533.67096,-2013.8589
89.303,697.1554,976.2895,462.69406,-1603.5941,703.50793,1253.9893,139.29428,561.8385,109.664345,-1389.1067
89.269,942.93286,2290.5845,1667.3386,-712.96106,-1070.7568,204.10463,-53.56942,1811.033,-227.10675,-482.06747
89.236,439.78503,1393.8428,1443.2251,-1676.5979,-1084.7726,1063.178,-1780.9292,320.9286,377.16068,-76.50485
89.202,1292.7013,1658.4453,1205.1526,1164.4436,1635.9944,-467.27005,-1910.2438,1494.9427,1433.7711,1023.1347
89.168,-9.337975,242.24861,-1060.0491,443.99225,248.64627,-1674.5853,-704.43414,190.77773,1695.1301,212.24721
89.135,-789.02637,2472.6091,-1696.8661,-1279.4443,739.64215,-787.7717,-293.31598,224.20299,2940.6858,488.3504
89.101,360.71997,2545.361,-1538.7783,-1299.8766,1363.7859,-836.62897,-408.41672,-1259.3346,541.4943,330.36713
89.067,-533.11395,1093.143,1033.2739,-66.873856,-1699.6202,-414.01852,-1121.1083,2257.363,1479.7274,-680.49066
89.034,807.2223,-1194.0392,1105.6721,-2545.9219,-3115.9116,620.03595,-744.678,847.3464,-1636.2664,840.35095
89.0,645.45746,-474.53024,808.77997,1580.5632,-3120.613,182.79585,1920.3799,245.27852,303.09946,-1319.8633
88.966,289.39972,988.0897,1855.6482,35.10629,-2203.4749,1131.5131,1454.2607,-1074.7725,-967.38513,-1655.6586
88.933,-1489.7156,-567.7529,1871.0736,-508.01318,-1482.2975,-849.8268,-910.49713,-2302.001,-101.06693,-3184.7703
88.899,1784.688,-1144.0728,1253.8989,-393.96765,431.55856,-1127.3048,-1198.9302,-991.95496,2887.7917,-86.4395
88.865,1351.8464,337.868,849.64124,-88.901375,552.4004,569.1528,1.9195169,1423.6111,-467.29373,-617.3035
88.832,-169.80609,-46.33324,-72.846886,-896.1819,427.5541,1472.5464,-896.9807,-887.49634,-1056.2831,1082.2255
88.798,-553.9223,1615.2521,970.45325,269.67035,263.121,956.2896,418.7417,46.811913,915.49243,1833.0929
88.764,-1450.4363,-2622.7886,-184.80403,-1550.6664,859.07,667.32214,2751.8013,104.61902,1327.3425,-1912.8881
88.731,-2639.681,1595.2864,-1013.657,-1246.1504,1554.917,-2066.1357,1178.8834,2063.556,1290.3315,-1079.9587
88.697,-2346.8855,-2013.5034,917.8046,770.62286,454.41702,-243.31474,984.21967,-395.5972,151.75386,-938.73047
88.663,-1500.02,395.64484,-504.72922,685.22736,-1359.7567,-754.5053,-631.46844,779.92444,-2212.055,-2731.0698
88.629,-950.35114,-789.9122,-455.1864,-357.22913,-2471.454,-1512.0538,1740.8973,-568.0381,-1285.2408,-2482.4375
88.596,296.73947,-1618.621,-899.4759,-1536.9961,-321.13968,1315.8905,739.7653,1055.4906,1330.9924,-450.25577
88.562,88.091866,874.72675,-1463.0753,-527.72595,-700.1311,467.7809,-2710.4478,-315.43738,-670.1348,-2065.2393
88.528,43.491104,2572.771,-2578.4185,-307.82736,-270.08377,-375.5233,866.06854,1286.4194,148.22572,-870.5452
88.495,-127.97908,2302.1772,-3187.574,-639.0876,-57.291992,-899.54987,608.8842,1134.8986,-2226.0657,-183.22987
88.461,-55.730515,1495.6007,-722.54395,525.3469,887.53125,270.71332,323.9135,818.62585,-1544.9691,-2377.626
88.427,-605.76624,1274.7406,-1691.1135,1989.7993,-1169.1759,126.432495,760.6866,546.1511,4.7794333,-853.7197
88.394,-657.402,-1036.8168,-616.8846,918.3183,-883.5872,38.231804,93.903404,-1193.6396,-1150.3567,593.31573
88.36,-468.21048,126.52205,-1052.4025,-988.4252,-1044.4703,235.05275,527.2013,-232.69002,-1193.8733,-1865.4941
88.326,281.7372,1520.0591,-2270.247,-160.18361,-2028.2175,635.1182,107.008835,539.26416,1667.5665,-1249.9735
88.293,1068.0555,863.3366,-356.7719,-467.6849,-479.55197,-573.88477,1413.7274,-1063.996,-1867.5675,723.75006
88.259,204.95306,1859.3428,-936.4189,-1904.1815,-878.8097,-668.6637,-1165.7673,-1029.5541,1993.553,1136.1843
88.225,1153.0416,1054.3018,-2899.8916,1059.0973,-932.1582,971.87476,-1836.9939,-437.82446,-166.88998,171.2843
88.192,1311.0627,1371.2622,-2772.1433,1468.105,-1722.6849,-651.608,-296.28906,1617.6322,2112.9546,71.555336
88.158,-105.53093,1236.6743,-819.5517,811.83887,154.95065,-2596.3152,-482.7963,623.3131,1023.5864,923.1938
88.124,-1317.6232,651.20154,525.9526,1217.0359,481.33682,612.04767,-570.82367,-388.96313,1865.5521,-1002.61835
88.091,741.6944,1812.48,682.5579,-93.63067,1895.7006,-1916.2876,365.98996,763.4383,1273.5955,939.65765
88.057,338.35098,1921.743,3217.4045,978.41895,2006.5305,-2232.1711,1345.3473,-51.580074,471.51147,1196.0859
88.023,784.7292,621.2569,-803.37463,96.5469,1041.6299,-1050.141,-410.70776,1664.2391,-333.989,1538.8354
87.989,720.0714,-954.20435,922.24225,747.62537,2451.6636,-462.55804,-49.10827,869.06494,1081.2583,982.6646
87.956,258.99948,-1316.2883,1318.2974,-160.07281,1270.3627,202.88731,-140.73222,1759.8441,3283.823,868.3482
87.922,679.0031,690.8946,709.8454,1022.7749,1872.385,-1213.2511,858.0878,1500.322,2978.4617,638.6512
87.888,-1621.8134,-2642.0173,1638.0608,919.0235,-485.2869,291.52313,632.63135,841.6677,1851.1462,250.31416
87.855,19.066309,-78.30633,629.4716,100.222336,-664.7575,635.3847,1170.9557,893.25494,-248.28221,-1206.6235
87.821,-2524.8083,453.99747,690.0993,-552.7941,5.819574,630.6768,441.8225,1176.0515,-107.891815,-1141.8103
87.787,-778.5242,801.17395,1326.3293,-706.35535,323.06247,-311.11508,555.7934,-290.22626,731.17584,-348.3985
87.754,-498.29327,931.1902,554.3969,709.1722,129.18396,-149.80118,116.71796,-1289.2775,1195.6678,564.6543
87.72,-380.86584,-156.74814,-354.4075,1005.7381,-130.6787,-1973.7153,1194.2904,-43.338337,-306.96356,-492.75443
87.686,-442.84836,268.9915,700.4237,-1307.6686,1701.1244,-491.18707,-1609.9132,-237.36539,429.06815,2146.7676
87.653,605.5694,1817.5933,1889.1924,-982.0684,-649.23456,1987.7379,-133.16359,620.7306,-1159.1509,983.2082
87.619,-1035.3927,948.54834,1527.9628,492.75726,1201.5505,831.66156,-224.54282,216.84482,-924.00165,1294.0741
87.585,1828.9677,2046.8093,613.5734,-295.68344,375.62378,-381.388,837.66315,-575.8474,975.67596,1635.9164
87.552,2924.3687,-168.91455,-775.5221,-2749.8826,453.51343,-28.126884,1575.9927,150.38907,-231.308,1106.0149
87.518,923.7555,8.167045,-1016.4516,-2530.5386,2458.4321,927.3043,1087.9532,-1433.9597,736.08105,-223.37292
87.484,3152.6877,-1089.6384,963.56964,290.9913,1972.1094,744.3373,-1553.624,-1222.7714,-1317.9263,-1337.8201
87.451,1032.6005,-2394.9937,1711.953,-874.9616,172.47719,-831.93005,340.63336,-200.24922,-87.78043,-381.95224
87.417,-1480.598,-421.03592,-194.24908,439.57922,-118.1313,-1566.946,-3016.626,-773.9515,1200.9541,765.2896
87.383,-202.60751,-751.525,1363.7223,1299.4059,-133.12286,-507.35715,-185.82358,-1463.8301,738.95624,727.018
87.349,-915.9516,1057.3896,719.52203,2346.5134,-462.62735,-1666.6178,1591.6919,-186.61223,379.68265,1122.9335
87.316,433.0372,-794.09576,994.88074,626.41833,2383.4844,-48.500095,922.063,1024.0709,850.87054,626.5753
87.282,845.2384,-2833.2922,-1074.7434,-704.71326,2000.2745,-395.51837,1069.5365,1195.8844,-272.03064,-530.14996
87.248,883.9369,-570.87335,-1130.1411,1163.3416,1989.3206,655.8971,-2263.5938,672.44086,-2929.803,-823.6284
87.215,-780.7312,2111.3003,102.734344,-765.1808,3078.0833,-683.5823,-465.41385,1783.9984,-3169.0535,100.17158
87.181,335.61334,1750.5446,1499.8617,35.90071,2896.2612,1220.0875,-122.19132,763.8134,-2326.7097,421.85843
87.147,1559.4299,607.3184,62.75287,37.018322,-1687.4227,-23.932411,-923.0191,-766.14764,816.6907,1218.0883
87.114,1110.512,753.0635,-1704.5419,-1863.5591,-366.64603,275.6155,-1259.8962,-1113.3821,1117.6279,-213.95764
87.08,1930.7606,-201.54503,-46.305233,-1111.5464,367.42502,-2063.6572,-1117.86,-42.230366,52.75612,-1616.7683
87.046,1946.8512,-144.69318,-62.327545,1575.556,89.316765,-2117.105,-2263.2024,-910.94745,732.42267,201.06189
87.013,-16.957666,-816.1463,1683.4965,-293.9315,-206.44403,188.25171,423.40753,-1707.4778,-512.4201,13.085125
86.979,2240.6165,-2469.9556,499.13998,-258.8213,-795.9907,-700.22943,-313.9153,-1226.3279,-1781.3704,249.09947
86.945,-116.1306,-1998.8878,-1246.7816,-1136.7328,-1216.7194,-162.79375,603.0366,-2271.597,228.28503,-524.3465
86.912,30.26058,-2341.9387,-798.7675,-130.91035,-1110.434,-788.055,-13.008031,-385.27795,-1725.7454,-2255.647
86.878,-1060.6321,502.84662,-664.9444,1225.0367,355.72183,-1833.5862,1647.976,1386.4711,-361.3906,-985.4336
86.844,-1013.9864,536.6638,-1225.2566,1321.518,610.46423,190.39221,43.235344,-680.8172,571.88983,62.724796
86.811,629.7529,239.65587,-833.7405,2493.8213,701.66315,-1665.4171,1240.2382,-928.2653,-1264.962,-405.9959
86.777,2948.5886,-429.64297,1881.8467,656.6785,489.41302,-887.859,-777.65485,1090.3057,-2261.818,-2591.6924
86.743,262.20767,-2611.5442,525.46704,1650.0284,53.900055,-425.24014,-1198.6176,1604.5441,-114.60835,183.64487
86.709,662.66785,449.12262,-367.3436,-360.0875,1320.3284,1571.9099,-1274.5057,1422.0067,-152.50467,-1509.374
86.676,1905.5006,-927.5564,296.8462,922.47766,786.3443,-157.02034,-1886.2522,1238.8127,1813.06,500.94788
86.642,-1360.8777,-1504.4386,-1918.9452,78.32979,-914.0929,-1537.7576,-96.4179,1076.1345,336.33344,-2418.9749
86.608,1176.3517,-158.39809,-732.10675,1171.1371,-1518.2594,88.78582,549.52515,1089.4244,-42.711803,-254.81729
86.575,790.4653,-1172.9794,-704.2588,-56.876114,934.4748,1023.8609,432.98618,-201.08951,54.9592,561.935
86.541,1077.0208,-574.0262,312.20056,-1310.385,1453.3939,2412.1035,253.20001,157.14293,-3085.5337,545.3666
86.507,2132.8218,-464.01804,1528.6217,-504.34766,-1410.9534,-1144.4011,-136.28728,-1228.8845,693.6462,-1548.9519
86.474,1615.9086,757.8882,-867.3788,-81.342255,1043.7357,187.11317,-628.62695,-190.16997,1194.3617,-1241.653
86.44,915.72345,-591.11365,-2325.808,2155.5676,2009.5668,1480.3441,123.85982,539.4269,315.29068,-1813.1207
86.406,1513.22,2280.0552,-1562.6276,-504.78094,224.99802,-566.7793,781.909,491.76077,1735.7849,-1874.1283
86.373,-1090.0421,1054.2485,-160.44269,1988.3489,1224.373,1836.768,536.83356,27.28351,1105.3452,1129.787
86.339,445.18713,997.78345,143.47359,-942.89105,964.196,613.33105,-171.03258,-98.90068,843.80505,818.8813
86.305,-2232.6897,-401.77142,-1415.2933,-1464.4513,-492.47754,-1282.4244,75.886765,417.6594,1436.7991,245.56331
86.272,465.6639,-253.81215,-1709.3293,-770.3725,708.00366,-802.3045,747.702,471.24637,-1035.1787,435.95483
86.238,-1625.693,212.43423,1456.3439,855.09564,930.5401,-1122.1395,247.633,-336.4481,277.09515,728.66144
86.204,-714.0778,483.82602,503.04315,-840.3483,720.8851,-1633.5701,-1209.1877,-1116.9307,1086.0867,-188.97925
86.171,-499.99316,277.83875,791.152,-1360.8333,-76.077835,-1747.3359,-224.19135,1291.3431,934.21906,1257.0558
86.137,175.55644,-306.4852,653.86926,-1138.9749,-741.54193,-459.52185,-789.4733,-518.4325,164.83348,-557.8269
86.103,680.00397,310.29242,-1593.4049,-2990.5112,-1291.5164,-0.9345276,-1714.1885,-601.00214,2719.151,-403.05463
86.069,754.4786,-1415.3212,-554.71106,-2195.7551,754.5282,-444.54202,-1208.4481,-2317.7253,-522.71326,-859.2947
86.036,1088.7559,-408.57547,910.57526,93.00486,47.935024,-1646.3538,-1913.761,-1026.0161,-876.9293,-659.2209
86.002,606.7062,-539.7814,-371.81006,-947.707,43.698612,-1360.627,-3592.1875,-555.4147,-976.90906,-2254.082
85.968,4082.7822,-3376.421,2257.514,-2469.9265,-249.60419,-2091.2815,-1850.5579,1634.6858,685.57385,662.4552
85.935,-479.44772,-1824.5728,87.42719,-1165.0741,-968.306,1144.1931,439.21924,-885.04456,-1107.9165,1650.4432
85.901,1404.4374,-1012.36926,-2637.553,-1239.8665,508.84152,379.57983,-476.52783,1831.7804,-2742.9888,-964.5522
85.867,2845.7366,-1343.0482,-780.0104,969.3699,-622.8447,1240.4647,-91.67331,-1321.5631,-2027.2032,280.91608
85.834,632.39056,1698.7776,-938.2118,-130.13484,-747.2899,2877.8076,530.0521,-756.09064,-1983.2517,-1381.7003
85.8,896.4538,1043.6473,481.0682,-50.676926,481.76184,747.6681,-8.212532,261.41104,2296.3765,-695.55664
85.777,2078.2393,-424.68866,2384.3171,-1249.2332,843.1547,35.93575,673.61664,-1058.7925,-369.64624,-574.0052
85.754,1212.3247,-1972.5459,-1277.5262,-902.5209,-1260.6859,1094.3191,2749.5022,481.71576,-97.91544,1162.6816
85.732,286.15524,-539.20306,-454.39343,187.03175,-1409.3347,2706.347,-864.8054,-1294.4966,1651.1809,-508.75174
85.709,-1497.5789,1143.5621,1113.4669,-384.89087,260.73163,227.75606,580.63324,-2207.1077,-638.9854,-1921.7589
85.686,310.69522,-1543.2166,35.28159,1.7181171,266.373,446.4278,-109.239044,-1685.7489,-1216.5516,-614.881
85.663,798.2398,330.02957,94.27738,-263.4303,-1265.2404,1462.5652,-978.9128,163.9293,-779.86395,-2348.4343
85.64,834.4922,361.62335,-304.14056,-3055.7214,-586.8565,625.5654,-472.91135,1000.60345,-1484.0797,-1268.9806
85.617,406.1977,-1055.6436,-899.08264,-1603.58,2262.6702,1736.0527,-337.2382,1964.3877,-1151.9081,2377.7854
85.595,400.45145,545.1738,-1902.6123,1041.6765,496.85638,-2183.712,-1010.2049,-2566.9302,533.66614,1168.0491
85.572,116.188934,77.259705,1660.3971,-514.1003,1169.2638,541.70764,-315.48856,-747.2763,562.1838,755.77826
85.549,2207.3855,-687.3241,1682.5043,-113.4778,1158.4618,-164.71727,-1308.6365,-2066.561,1030.5992,-608.0547
85.526,-542.5237,-846.20544,1959.6849,-930.41266,773.0999,-1374.0374,303.27753,-310.71875,-419.85516,-487.36716
85.503,994.17865,-829.63696,428.4352,1313.6743,1747.5084,-669.59973,1449.3942,-428.9918,246.2485,-1074.2755
