age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
13.987,121.39843,268.74435,228.8365,-199.54436,29.688028,-7.1827593,-94.32979,-80.72863,-187.43939,87.269554
13.963,342.6038,138.47957,-102.99855,62.36647,93.68408,31.829163,149.15384,-136.36806,-170.11412,145.94019
13.939,338.68536,-10.039921,-182.04715,55.35913,91.664314,10.3794365,39.441883,5.8542447,-77.61314,42.359295
13.915,389.87497,66.827324,26.609972,103.14694,161.30644,25.310696,173.83669,-18.833838,-170.56923,149.65027
13.891,260.68195,155.959,-206.92369,83.403984,159.6384,-115.29588,27.22529,-68.89273,-100.06288,64.366714
13.867,168.10643,34.320107,-181.89081,117.54497,180.87993,-136.42313,100.95736,208.41148,-85.26152,-15.872533
13.843,299.03036,281.26413,101.70098,-45.033497,82.52759,40.442375,-188.08168,38.542274,-171.48903,37.515182
13.819,365.022,63.937054,194.42873,-14.471955,188.00351,49.78803,-221.52202,8.006667,-9.248258,-66.986786
13.795,220.1745,5.5359306,159.84213,-47.09089,-9.58672,46.00902,50.332573,-79.49272,41.11877,-87.16307
13.771,-2.3216324,-3.1714659,97.16975,-83.99182,-146.24992,35.35629,125.15057,-244.20522,151.14233,-76.571175
13.747,51.460335,18.989649,9.709785,91.89029,-106.76867,-12.02635,170.84186,-207.35858,-33.332886,-135.93312
13.723,-134.70512,10.475694,-320.03375,-68.10229,-85.97631,40.098026,50.413437,-175.44078,-161.4035,74.17568
13.699,100.901634,-249.82187,-255.3183,-47.302147,-51.30697,-58.56273,179.19176,18.051434,-99.682365,57.795673
13.675,101.8774,-144.9223,-209.29219,-178.3438,2.0079033,-146.34648,-8.986298,100.48088,65.81891,-8.592855
13.651,162.72836,96.35028,-91.66125,-37.256527,-71.16297,-83.43686,-56.12013,126.961754,68.33904,-84.53046
13.627,52.027466,-163.24857,-86.08647,4.8904123,71.730644,22.188189,-4.0446434,-93.47913,-96.74856,1.135062
13.603,56.520885,88.27748,42.684544,7.294637,-105.74312,-28.67766,-60.372116,-216.15918,-10.206743,-21.173052
13.578,0.6084226,-75.9565,1.6481318,27.757366,121.44208,-7.2325134,50.19879,-119.3819,-199.0485,-15.194702
