age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
14.699,-226.08405,-217.20245,266.7065,-395.4719,84.355095,170.68367,-65.83663,207.93744,238.43584,-244.11894
14.682,-438.12082,-122.56614,-125.55352,-431.79285,270.43048,579.2119,131.17242,302.83475,35.344215,-333.64243
14.665,-376.24207,-85.18506,-253.69937,-401.5969,-202.72452,725.7535,37.379555,-115.63371,-37.297264,-322.48734
14.647,-245.65442,-127.73743,-481.56186,-380.93387,-311.3853,438.0892,152.92068,37.135662,22.582396,-254.12952
14.63,-247.64745,-58.5095,-369.27216,-213.85155,-382.23837,98.62111,-27.948826,160.45982,280.0601,-78.28969
14.613,-378.2954,-193.46219,-88.18808,-452.1424,-366.0615,-74.85567,114.38077,7.997545,49.29644,-14.635275
14.595,-137.00974,224.1663,-107.22584,-371.19244,-533.43066,107.150764,-2.6455975,-144.03581,-143.19087,-164.97342
14.578,-98.00684,156.2008,-198.35907,-354.11646,-543.7337,-37.196194,491.23056,28.56644,-116.81081,326.5055
14.561,-89.43485,139.96567,-364.84906,-144.87303,-240.293,-81.20714,386.63074,-200.32092,107.86715,-89.530235
14.544,-27.257355,2.0177324,55.96624,3.142169,-144.30591,-229.96272,325.98288,-620.33624,116.41359,-312.1995
14.527,-314.58246,240.36874,431.62714,78.920845,-275.79022,-207.76007,278.48517,-1012.056,290.7063,-129.01717
14.509,-173.94115,67.05404,281.53326,138.87054,-176.34776,-17.192322,317.5065,-993.8242,413.90036,27.22492
14.492,27.619902,-149.61902,371.2127,239.07838,-129.46611,-57.16355,461.2602,-935.7685,92.36232,-47.99249
14.475,-111.72168,-363.38303,410.1385,156.72581,-118.654915,-278.63843,353.5337,-603.5314,150.68747,-193.318
14.458,138.38795,-457.08575,220.57805,-409.1627,-185.46396,-448.54004,184.27168,-665.08997,504.71252,186.77629
14.441,138.7638,-358.73947,-104.95882,-119.76761,111.49709,-352.92865,396.35416,-816.3359,263.5449,114.97386
14.423,-27.132288,-263.74387,-146.53682,-161.83691,52.367165,-533.0495,501.20178,-758.08844,107.8558,217.53716
14.407,113.28316,-64.71577,163.90445,-128.43895,156.52689,-523.8648,533.30634,-804.55963,-132.12254,143.91321
14.391,-121.801636,-28.69465,85.52072,3.6375604,406.8304,-411.67337,342.16223,-734.01355,-103.907166,218.17084
14.374,-335.98776,125.64013,-96.94649,218.85376,586.7605,-349.50552,543.91394,-425.60205,-103.15038,309.2544
14.358,-354.19333,225.38428,-252.79088,-17.605513,500.4456,150.17627,234.438,-469.0982,-293.19907,360.3015
14.342,-216.85393,169.6165,-456.77655,76.313805,263.33047,327.6237,-11.402874,-256.88895,-39.754536,389.9501
14.327,-8.158393,-163.86475,-171.36928,-155.66418,370.0535,426.05338,74.83423,-29.412823,-7.442567,107.03853
14.312,-266.19482,-360.40106,-154.15224,43.821747,72.25957,394.82657,-87.56255,-350.57983,-21.87278,153.3482
14.297,-438.68478,43.26729,167.16945,-11.192748,182.64801,141.26059,-302.08136,-304.27975,201.3017,419.55237
14.282,-489.9427,141.15573,79.481834,96.19513,-43.91311,328.84528,-297.93677,-317.65634,148.68759,178.21051
14.267,-492.11594,-153.68687,188.21542,224.71307,-87.244965,729.8897,-573.7439,-48.343365,-130.4168,-25.603762
14.252,-659.7359,-119.56787,-49.045593,455.05432,-24.846823,530.0521,-584.0045,219.45126,168.83534,-232.38556
14.237,-394.39935,-241.34424,-135.90863,153.9287,37.088955,364.4846,-396.00024,381.20114,-88.82797,-44.146828
14.222,-62.684097,35.70984,-83.89638,47.35753,-273.2905,431.64627,-150.07164,-56.324013,-28.312899,-417.3749
14.207,-192.07086,115.94928,-58.494648,-314.01492,432.51266,647.68866,-128.97787,69.78522,-311.49454,-645.9415
14.192,20.089516,112.53268,222.86412,-577.44086,276.37933,411.44186,-120.73373,-327.9717,-38.827236,-381.88718
14.177,-124.08026,-6.950683,319.24997,31.156126,261.12494,314.4632,-245.80876,-319.9815,-102.43035,-585.27136
14.162,99.69369,-169.81601,-9.62091,-281.14783,362.08698,238.94234,-255.33961,-630.22534,322.83936,-977.056
14.147,116.89985,-56.443478,-204.40277,-236.11119,352.0618,221.27356,-291.5198,-469.72357,-59.839424,-701.97205
14.132,200.32501,-168.07939,-117.026505,22.615763,320.0209,137.4952,-521.29736,-108.88163,-245.50839,-179.4453
14.117,-123.84092,-347.6681,-289.18637,193.52185,167.63321,-45.373318,-178.98532,-169.04204,-392.44293,-468.44016
14.102,-57.733288,-274.65918,-477.8615,-45.662342,-89.72416,-154.10939,-72.80593,-170.05919,-627.9102,-181.1243
14.087,180.47736,-315.95694,-419.3074,92.099174,-277.28162,126.356674,-53.476784,201.22588,-435.131,-188.10109
14.072,272.7245,-104.083145,-373.41403,9.235684,-313.39166,132.99097,-185.20338,265.00546,-285.25916,-457.78064
14.057,537.73944,80.30559,-350.05493,-191.26451,-301.23444,341.76694,-548.3314,214.44104,-153.35062,-357.01038
14.042,486.0696,175.98692,-696.7785,-278.8952,67.46585,229.17091,-338.75525,139.93535,100.20963,-372.7511
14.027,507.9018,296.4624,-450.1986,145.54753,-117.19039,-248.54063,-87.38638,218.42334,130.25015,-325.2936
14.012,487.63513,429.41605,-293.23373,397.2493,-353.68808,-314.89963,268.69452,332.92447,336.0516,-303.54202
13.997,379.214,380.35596,-128.08975,151.68758,-403.6491,-478.33084,25.177172,364.25772,166.76962,-490.60867
13.982,376.20694,417.37524,-412.52332,741.72095,-196.67648,-692.30273,58.813713,58.89714,401.77423,-612.2216
13.967,160.45526,320.1923,-361.56958,405.58603,-168.6418,-732.7751,-25.0293,-52.691177,380.17584,-831.1657
13.877,388.8798,271.6675,-537.38464,438.6486,56.95212,-282.92633,-181.50159,-31.978514,322.3538,-588.08405
13.862,365.56558,240.36884,-276.21945,255.22992,184.1588,-261.47534,227.49532,-240.94319,317.85062,-624.16064
13.846,85.26091,161.5846,-156.79462,-277.68552,215.14528,-103.9464,98.84858,-191.43744,27.1602,-500.57703
13.831,86.53083,-225.26215,209.37605,-250.96622,72.14613,-217.33025,328.24582,-265.59363,109.486694,-307.25433
13.816,38.00832,36.35978,395.8236,-29.74731,112.84271,-208.0992,464.2668,-35.8745,46.306934,-262.1258
13.801,214.81868,189.86485,498.7462,308.76654,351.4428,-363.25748,420.0427,45.66709,181.3239,-349.19302
13.786,627.4478,192.80116,447.12296,344.03137,58.737453,-269.58783,701.46185,31.797857,759.5569,-489.09476
13.77,609.52765,337.8197,159.23402,308.06366,-90.47483,109.90234,382.36472,-290.72296,543.05774,-216.91939
13.755,314.80396,368.39026,196.12373,46.153038,152.98965,92.30525,464.29477,124.66482,610.7178,-342.4314
13.74,37.820713,66.84728,24.203089,-223.46864,-61.953823,68.74526,401.82672,18.287907,551.3086,-407.35342
13.725,340.71338,461.18304,31.336153,45.56966,-183.79634,-56.34281,765.6234,19.337345,529.8856,-337.2281
13.709,212.83105,389.41183,19.129742,384.25986,-170.1653,-168.92387,604.4471,124.85113,631.2639,-335.5905
13.694,201.39487,368.87546,35.0449,282.9569,-107.19116,-144.8802,500.9784,180.36777,599.1206,-311.30084
13.679,-69.504814,153.53908,3.0529275,26.971586,62.309456,-29.789854,556.6604,213.7499,399.8026,-668.888
13.663,67.34883,197.54549,105.02556,-135.85999,-45.825844,146.99956,492.19553,-101.97922,664.1147,-916.50275
13.649,85.333084,-188.62045,146.29498,-157.21498,71.37712,417.59872,129.3177,-111.17034,46.40889,-881.5129
13.637,-113.60507,-187.05397,183.01608,-239.07802,-104.574974,238.14516,601.16296,-380.67145,113.60658,-843.7159
13.625,67.07465,-285.23254,254.29564,-55.991768,-27.184595,-152.18579,465.75394,-249.32883,434.85126,-645.09406
13.612,-90.03928,-88.04273,-31.847033,-55.638348,136.65918,-42.7024,425.42877,-265.685,435.28427,-484.88947
13.6,22.028418,245.42545,-63.231827,224.49478,-48.06817,-212.86063,102.08099,-184.13736,263.0133,-220.73215
13.589,-250.18492,142.80278,-210.44838,159.62814,-178.24734,-429.58252,173.46364,-40.35976,-53.960423,-314.55762
13.58,-270.54968,167.67746,-287.46695,-169.69075,-335.5547,-557.9247,256.89203,-320.50394,-205.98502,-140.56702
13.57,-223.22227,403.26843,-304.71265,-198.53946,73.01023,-686.3017,223.26724,-365.1712,-346.05228,-276.6223
13.561,99.97046,172.03206,-245.16501,-519.7906,36.40636,-509.31702,70.37656,-348.08994,-94.79433,-298.34067
13.551,123.91529,218.6533,-218.50371,-482.0938,-99.75069,-641.23987,64.549446,-173.19537,62.173416,-42.360744
13.542,173.32565,171.12172,-320.89786,-191.8972,-236.24445,-803.6914,-53.43404,-184.35155,-42.142735,209.54102
13.532,212.90898,38.26258,-177.7797,-116.75242,-83.96502,-837.6972,-118.927704,-478.3313,6.0918117,189.95703
13.523,354.26996,177.28085,-375.02756,-216.41759,-361.2114,-732.2007,-117.33571,-594.6434,-148.19264,189.90092
13.513,402.3838,205.3884,-375.9288,-286.0877,-280.84933,-403.82355,-181.17892,-428.13156,166.6551,288.36417
13.504,112.76248,219.5989,-278.38013,-176.83076,90.93732,-562.37494,29.682344,-630.629,-304.33313,457.68292
13.494,-88.66577,220.84494,-287.0893,-318.0539,40.662163,-283.72467,177.88557,-443.1072,-275.4155,381.54303
13.484,-185.99382,332.8133,20.239094,-416.15213,391.75464,-173.34906,389.0055,-215.22546,-173.1755,422.9881
13.475,5.015217,371.77725,-65.18807,-186.60107,133.1129,-484.7214,531.89844,-578.55865,177.74886,224.68027
13.465,-0.20421968,201.8151,-158.68736,-102.47117,50.886208,-641.4467,734.22577,-576.4248,170.27147,272.5523
13.456,1.2325622,-149.75067,-37.607162,-417.63666,217.70772,-565.615,658.27496,-394.54263,228.19547,-181.81735
13.446,-616.3016,102.23459,20.710283,-272.56866,-79.90076,-670.09515,866.25946,-101.60024,276.06247,-69.085014
13.436,-176.67712,255.62021,152.80898,53.76297,-241.89395,-480.90787,481.07495,92.357185,102.13078,-52.097713
13.427,-155.62938,419.61966,143.80078,-131.41902,-264.32166,-206.63527,550.66376,-87.921875,292.30054,-427.96698
13.417,266.49805,260.65717,-19.763065,-91.75111,-435.95633,-513.7657,466.1209,-170.55948,256.64465,-60.79457
13.408,260.95776,289.87888,-345.3543,139.01471,-459.49512,-217.40785,795.1581,45.723488,-19.474771,-271.1999
13.398,16.634665,-252.2597,-562.85864,22.066807,-206.23914,-171.10957,744.07184,153.04564,-16.816835,-463.96204
13.388,138.64638,-310.92593,-307.51035,1.6056775,-454.33405,121.23286,358.88055,92.367775,4.7884994,-521.8323
13.379,-25.503527,-34.06833,-227.51756,-201.64856,-488.0916,-353.40594,170.11966,313.33,-216.15968,-345.1721
13.369,161.67801,-55.418015,-34.557285,51.67687,-449.4063,4.871679,-125.44781,159.04886,-260.2006,-104.602104
13.36,-151.88751,-220.18715,-257.7483,394.7291,-365.75635,-151.14056,36.88084,-6.399131,-282.52264,136.21806
13.35,150.03557,-182.0003,-44.250687,269.57416,-364.739,93.74836,239.71626,240.93752,-330.42514,-60.301567
13.341,121.51369,112.76589,-14.004638,385.0578,-133.41112,199.70703,245.52383,425.72333,-405.20764,-331.5848
13.331,145.39632,-22.970545,-75.04547,335.84042,-222.36351,-10.314029,312.82166,168.52672,-128.55031,48.117672
13.322,-7.8641443,-33.24632,-177.66724,139.72002,56.96277,5.4909544,-27.920216,164.97878,-114.40015,109.12568
13.312,89.88037,-164.83144,-71.65796,400.36646,-72.3103,-37.619656,206.30214,87.93353,-161.64565,357.69333
13.302,434.80524,-120.20082,352.7633,450.6709,-54.95871,-34.065887,107.22995,515.272,-349.97437,392.42386
13.293,477.697,40.07201,-181.30124,303.31848,31.635946,89.9849,-209.81924,141.5621,-444.7237,236.65388
13.283,439.41147,-118.76954,-720.95154,283.06668,-208.51329,77.239365,181.31938,302.8715,-54.003628,-5.5917974
13.274,290.157,-172.75679,-945.10675,390.62183,-73.663994,261.5684,247.16687,351.52017,-100.42561,394.95053
13.264,447.44766,-154.00015,-668.5929,86.16756,-193.61086,-16.88037,-32.151012,-2.0539243,43.061493,398.22272
13.255,374.55902,-69.38832,-397.22964,213.08401,131.167,-61.581917,-175.75308,-378.663,89.37517,9.146745
13.245,542.0959,-279.19116,39.341896,-56.97788,218.94435,79.02352,-374.62024,-182.976,93.25027,-117.62679
13.236,603.2519,-182.41699,81.25052,-201.36128,174.45851,-8.978978,-343.32333,174.76231,-113.78287,-257.99963
13.227,205.08012,-202.17297,146.66316,-427.37515,189.99527,-190.67538,-50.741337,44.33864,-134.60973,-356.8356
13.217,110.82454,-142.0382,129.21712,-271.62433,312.11606,185.83192,8.652599,305.87973,-389.47717,-196.4362
13.208,205.58301,-183.06984,-147.4219,-5.452772,607.01135,97.87723,-287.7592,108.698326,-264.4148,-119.75567
13.199,323.38028,-429.27847,18.04898,185.12335,348.2081,-61.740013,-457.6886,-49.201103,-222.79495,-191.93108
13.189,424.52435,-554.48535,-244.45435,380.91666,131.6715,-373.8719,-527.19025,-112.42701,-186.96526,-262.0448
13.18,-24.642454,-726.6986,-257.1926,158.08995,-64.790535,-509.85922,-399.88644,165.65105,-81.898315,-16.645542
13.171,70.088974,-412.77106,-379.8902,151.34308,65.02287,-343.52914,-58.408672,44.52955,-87.61255,232.42027
13.162,44.941734,-264.26178,-126.5591,337.95926,84.15549,55.34134,-98.19542,-222.35846,191.08742,-101.06927
13.153,104.807785,-87.013306,-320.20612,291.04974,-202.04353,22.208841,-317.22702,-234.3019,-19.192154,39.775158
13.145,391.36105,31.85555,-270.01074,62.064663,-598.8565,85.17053,-382.54153,-200.00415,-256.90344,-175.74791
13.136,544.51483,97.93535,183.57384,38.869793,-639.30865,81.56851,-240.71564,-144.9404,-127.72877,-395.4631
13.128,430.03458,120.73303,22.170559,345.00262,-416.66,111.062645,-175.90697,-117.97057,-172.8097,-381.195
13.12,119.46376,106.591415,141.53171,275.30792,-343.4201,574.3318,41.571465,-324.89755,-76.25865,-142.90234
13.113,-153.1807,-108.189415,-136.78836,186.2749,-160.54405,245.29031,-272.31818,-224.464,156.33112,-579.8814
13.105,-61.039482,181.0212,-262.26755,97.254524,-13.830029,204.08603,-56.322308,-261.64996,-86.40181,-604.212
13.098,1.9627099,-210.00958,-276.68582,167.39589,178.6216,159.68181,280.63477,-532.28815,-80.68642,-453.47485
13.09,-32.47208,402.5965,-119.892136,127.99838,367.6212,145.84102,-101.74962,-433.7735,-442.01868,-696.65155
13.083,344.13773,298.89377,-411.12415,101.55802,227.8515,38.01154,-272.46933,42.630795,-469.74725,-633.75146
13.075,7.1264076,601.05707,-387.92334,392.0768,47.707558,192.73935,-157.22838,91.322876,-529.3208,-639.2905
13.068,-140.0319,326.10376,-177.6799,542.51337,165.35779,240.9782,-181.2403,236.75212,-358.13867,-737.62115
13.06,123.09457,391.43015,-216.09773,119.59626,14.002201,-203.70352,-385.11948,249.81525,-215.06711,-485.22864
13.053,43.121048,103.42627,-255.73468,-200.12474,173.7132,-2.908839,-168.70273,-125.31364,-159.59492,-385.67075
