age_kyr_bp,null_000,null_001,null_002,null_003,null_004,null_005,null_006,null_007,null_008,null_009
14.699,1.3153795,1.0245835,1.3820829,-0.41852206,0.5812798,-0.3616229,-0.5446029,-1.6783072,-0.99648184,-1.1270818
14.682,1.1401602,1.589287,1.3896841,-0.41757703,0.80166215,0.117161475,-0.059522405,-0.21662499,0.4016554,0.4986399
14.665,1.890753,1.6139737,-0.62262005,0.4364631,-0.7221741,0.28846434,0.8910281,0.40724808,-0.020231534,1.1879462
14.647,1.0021454,1.354858,-1.0732429,-0.3756401,0.3248918,-0.02511296,0.8205303,1.5405732,0.12574673,1.0555354
14.63,0.24814391,-0.80784744,0.116419725,-0.8165477,-0.8900734,0.047974724,0.67942464,1.4236996,0.3181996,0.28272387
14.613,-0.4906888,-0.488393,-1.038617,-0.016177164,-0.6816319,-1.347539,1.5898733,-0.94515526,-1.1639681,0.1685355
14.595,-0.56172884,-1.2276303,-0.4287942,-0.9933285,1.5969262,-2.479261,-0.5346389,-0.48883325,0.8247566,-0.12342094
14.578,-1.3120358,-0.45587477,0.046598744,-1.539026,0.08347197,-1.1697242,0.45285413,-0.046382084,1.9591571,0.18476076
14.561,-1.4862396,-0.5468594,0.21256272,-1.1620189,-0.6009579,0.27696943,-1.7248553,-0.631728,0.8378769,-0.081043154
14.544,-1.2845353,0.5033739,-1.4778233,0.27145317,0.8121589,0.9293118,-1.1601008,-0.10318483,0.1039234,0.6385988
14.527,-0.20131369,0.7317173,-0.41561005,-0.5554221,0.35209614,0.0018835722,-1.3550419,-1.0633208,-0.56898504,-1.2426649
14.509,0.037026215,0.512227,-0.049773093,-0.8694919,0.11874713,1.3182889,-1.0453346,-0.6169089,0.27760595,0.054259308
14.492,-1.0845503,1.8257681,-0.867242,-1.6144238,0.6576094,1.7486259,-0.8624554,-0.52936405,0.57767195,-0.018749256
14.475,-0.12095629,1.7968919,-0.34270877,-1.32588,0.13260756,0.27813795,-0.23792319,-0.2443798,-0.29571745,-0.071814105
14.458,0.15037614,0.33397722,-0.6317522,-0.4893573,0.18379878,-0.0043626297,-0.9210432,-0.31698596,-0.698483,-1.4335514
14.441,0.28800568,0.99250156,0.34390727,-0.29764104,-0.5686751,1.0537263,-0.2526581,-0.6594859,1.511139,-1.1737996
14.423,1.3143171,-0.16025896,0.26732737,0.79267186,-0.011868951,0.4331425,-1.472084,-0.8415238,2.7449937,-1.0117345
14.407,-0.051384393,0.3695097,-1.2126338,0.0028749788,-0.935687,-0.56269115,-1.3096964,0.33002907,0.56799734,-0.7424016
14.391,-0.4916849,-0.46516564,0.95335186,-0.40930182,1.2240279,0.8766993,-0.113104396,-0.26503962,1.1415931,0.6424774
14.374,-0.7853778,-0.059053082,0.7985551,-0.32830516,0.17922048,1.5534692,0.093171775,-0.43673226,0.30351177,0.5469757
14.358,0.08188914,1.0422214,1.0504879,-1.5953656,0.701187,0.16491395,-0.063422374,-1.207781,-0.1861379,-0.44770646
14.342,-0.023983689,0.06707001,0.026084093,-1.6093329,1.3583283,-0.0028995296,0.47529182,1.0115762,0.2528724,0.023265256
14.327,-0.5413106,-0.18539126,1.2101434,-1.4025388,-0.13976468,-0.7228109,-0.28046528,-0.40333858,0.75533533,-0.43176758
14.312,0.41588262,0.003766776,0.6640702,-0.24643686,-0.62455267,-0.13121387,0.5993938,-0.9162887,-0.9642661,0.96165365
14.297,1.5629903,-0.41947865,0.65173924,-0.46143577,0.55189747,0.27977392,0.8883036,0.13596216,-0.44602847,-1.0750383
14.282,1.0840675,-0.9071303,-1.0338672,-0.19643457,0.21622692,-0.25481245,0.53900135,0.73983467,-0.08225093,-1.6635157
